Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1580,Tom Sestito,http://tsn.ca/nhl/teams/players/bio/?id=5628,24,USA,1987-07-01,228,77,False,True,True,False,3,False,False,False,False,False,True,True,False,0,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,1,0,0,0,0,0,0,0,0,0,74,93,56,67,88,47,71,60,33,54,60,51,56,66,60,47,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1,4,5,-1,4,0,7,0,0,23,12,0,0,13,23,0,0,0,8171,0,0,0,5,1103,0,0,0,426,0,0,928,0,0,0,1,0,1,0,2,4,0,0,0,1035,False
2,Kyle Quincey,http://tsn.ca/nhl/teams/players/bio/?id=3471,23,CAN,1985-07-01,207,74,False,False,False,True,2,False,False,False,False,False,True,True,False,0,4350000,4350000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,68,44,66,67,76,73,86,49,30,52,53,78,51,70,64,31,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,Radim Vrbata,http://tsn.ca/nhl/teams/players/bio/?id=2231,17,CZE,1981-07-01,194,73,False,False,True,False,2,False,False,False,False,False,True,True,False,0,5700000,5700000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,2,54,36,82,78,71,77,85,79,41,73,75,61,88,78,73,5,50,70,7,16,4,2,6,6,0,0,1,0,0,10,8,1,0,5,13,0,0,0,9813,0,0,0,5,2312,0,0,0,9,0,0,1119,0,0,0,1,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False
4,Luke Schenn,http://tsn.ca/nhl/teams/players/bio/?id=6496,8,CAN,1989-07-01,229,74,False,False,False,True,3,False,False,False,False,False,True,True,False,0,4250000,4250000,4250000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,2,2,2,2,91,70,83,66,81,60,87,49,30,52,54,76,52,62,64,63,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,Bryan Bickell,http://tsn.ca/nhl/teams/players/bio/?id=4509,29,CAN,1986-07-01,233,76,False,True,False,False,4,False,False,False,False,False,True,True,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,2,2,2,2,80,55,79,69,87,46,67,69,31,59,69,54,61,68,66,39,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,Joel Ward,http://tsn.ca/nhl/teams/players/bio/?id=2737,27,CAN,1980-07-01,226,73,False,True,True,False,1,False,False,False,False,False,True,True,False,0,2400000,0,0,0,0,0,0,0,0,0,,4,100,0,3,2,2,2,2,2,2,2,2,2,56,36,77,74,78,64,85,76,69,69,76,76,66,80,72,5,50,70,25,65,9,14,23,15,8,0,6,0,0,23,31,2,0,11,26,0,0,0,26800,0,0,5,5,3162,0,0,0,1481,0,0,2900,0,0,0,3,0,1,0,1910,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,False
7,Chuck Kobasew,http://tsn.ca/nhl/teams/players/bio/?id=2470,0,CAN,1982-07-01,192,72,False,True,True,False,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,59,43,72,70,68,46,48,61,38,52,58,69,57,76,69,7,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Jordan Staal,http://tsn.ca/nhl/teams/players/bio/?id=5023,2,CAN,1988-07-01,220,76,True,False,False,False,3,False,False,False,False,False,True,True,False,0,5750000,5750000,5750000,0,0,0,0,0,0,0,,9,100,0,2,2,2,2,2,2,2,2,2,2,78,45,82,70,84,86,94,73,82,70,66,70,62,64,72,55,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Jay McClement,http://tsn.ca/nhl/teams/players/bio/?id=2518,26,CAN,1983-07-01,205,73,True,True,False,False,2,False,False,False,False,True,True,True,False,0,1440000,1440000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,63,41,77,68,74,59,88,61,82,58,59,74,56,74,72,15,50,64,10,10,1,1,2,-3,0,0,0,0,0,7,21,0,0,78,165,0,0,0,7279,0,0,0,1,293,0,0,0,3190,0,0,450,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,False
10,Jeff Schultz,http://tsn.ca/nhl/teams/players/bio/?id=4786,20,CAN,1986-07-01,227,78,False,False,False,True,1,False,False,False,False,False,True,True,False,0,850000,0,0,0,0,0,0,0,0,0,,27,100,0,3,3,3,3,3,3,3,3,3,2,52,36,76,60,90,47,49,47,30,46,44,62,48,68,65,39,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
11,Gilbert Brule,http://tsn.ca/nhl/teams/players/bio/?id=4379,0,CAN,1987-07-01,187,71,False,False,True,False,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,46,35,80,71,65,45,40,57,32,47,54,52,54,66,63,47,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12,Nate Thompson,http://tsn.ca/nhl/teams/players/bio/?id=3546,9,USA,1984-07-01,212,72,True,False,False,False,1,False,False,False,False,False,True,True,False,0,1000000,0,0,0,0,0,0,0,0,0,,18,100,0,3,3,3,3,3,3,3,3,3,2,69,45,80,71,72,51,85,65,78,58,63,75,59,72,67,23,50,65,5,6,0,0,0,-4,0,0,2,0,0,6,10,0,0,46,75,0,0,0,3978,0,0,0,0,34,0,0,0,703,0,0,327,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,False
