Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,0,,0,117,0,50,True,5,0,,L4,5,4,0,0,0,0,0,9,5,4,0,0,0,0,0,10,36,35,4,2,2,0,0,0,0,0,19,19,12,3,11,2,0,346,211,54,120,117,109,0,16,11,9,0,9275,16514,6611,3195,12602,3704,1,36,63,99,46,158,117,197,199,326,102,164,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,0,,0,42,0,50,True,30,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,28,2,0,2,0,0,0,0,0,2,9,7,0,4,1,0,62,247,73,20,19,23,0,3,2,0,0,9468,2482,2450,1750,1555,820,0,5,10,15,34,52,47,220,12,78,8,77,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,0,,0,119,0,50,True,6,0,,L4,4,6,0,0,0,0,0,10,4,6,0,0,0,0,0,8,29,35,5,2,3,0,0,0,0,0,12,16,18,3,41,9,0,300,393,114,101,99,100,0,14,8,7,0,15420,13351,7229,4168,9324,3537,0,29,46,75,80,240,141,377,132,304,54,155,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,,0,10,0,50,False,1,0,,OTW1,6,3,0,1,0,0,0,21,16,5,0,0,0,0,0,32,85,44,10,9,1,0,0,0,0,0,42,18,49,9,52,10,0,826,546,137,264,273,270,19,35,27,21,2,25213,35803,15968,8302,26086,8659,3,85,149,234,108,404,340,600,495,819,208,345,1,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,2048,0,2590,0,,0,118,0,50,True,27,0,,L4,1,4,0,0,0,0,0,5,1,4,0,0,0,0,0,2,11,26,2,0,2,0,0,0,0,0,3,13,8,0,4,1,0,145,230,67,55,44,46,0,7,2,2,0,9815,4764,3421,2183,3261,1323,0,11,20,31,8,85,50,134,47,138,33,79,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,,0,107,0,50,True,10,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,,0,89,0,50,True,11,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,0,,0,14,0,50,True,12,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,0,419,1517,0,,0,9,0,50,True,2,0,,L1,6,4,0,0,0,0,0,12,7,5,0,0,0,0,0,14,42,27,7,3,4,0,0,0,0,0,20,19,14,2,20,1,0,425,320,93,134,125,166,0,16,13,13,0,14679,19606,8915,4613,14357,4858,2,42,73,115,57,189,188,340,198,364,96,180,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,,0,97,0,50,True,26,0,,OTL1,0,3,0,0,1,0,0,4,0,4,0,0,0,0,0,0,9,22,2,0,2,0,0,0,0,0,6,11,2,0,9,3,0,138,160,62,28,47,51,12,2,4,3,0,6873,5410,3343,1918,3734,1549,0,9,13,22,27,68,70,131,56,119,32,69,0,
