Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,1569015,1569874,8626,117,82,50,False,8,0,Y,L1,7,3,0,0,0,0,0,82,67,8,0,2,1,4,0,147,417,88,41,35,2,0,1,1,2,0,236,41,272,41,357,25,15,2507,1306,345,833,805,862,22,166,126,119,8,76057,167801,52973,24969,131479,31932,32,417,752,1169,814,1592,1123,1777,1659,2351,848,1239,1,
2,Moose,MAN,Manitoba,Southeast Division,Eastern Conference,0,0,0,960340,880166,4836,42,82,50,False,10,0,X,L1,7,2,0,0,0,1,0,82,59,17,0,2,1,1,2,127,329,149,41,30,9,0,0,0,1,1,177,76,237,47,324,27,6,2549,1962,524,841,846,855,14,149,96,81,3,105770,137374,53346,28845,104556,28303,15,329,579,908,783,1773,1147,2234,1152,2184,667,1186,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,1733,238,1454680,1143500,6283,231,82,50,False,16,0,X,W1,3,5,0,0,1,1,0,82,43,32,0,0,1,5,1,98,328,208,41,19,18,0,0,0,3,1,165,110,242,46,298,44,7,2562,1874,499,830,906,817,26,139,112,72,7,98904,144259,53918,28163,110402,29282,8,328,592,920,736,1707,908,1939,1107,2209,608,1242,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,1550202,1346500,7398,75,82,50,False,4,0,Z,W6,8,0,0,1,0,0,1,82,69,9,0,1,1,1,1,144,431,142,41,35,5,0,0,0,0,1,219,69,344,75,335,44,3,2758,1296,381,943,897,910,17,173,140,116,2,79535,163830,52577,25961,128960,30483,17,431,760,1191,843,1599,1031,1689,1548,2391,843,1241,1,
5,Heat,STK,Stockton,Northwest Division,Western Conference,0,1168,0,1108817,994875,5466,100,82,50,False,7,0,X,W15,10,0,0,0,0,0,0,82,49,23,0,0,3,4,3,112,341,207,41,29,8,0,0,1,3,0,191,85,245,43,296,50,5,2608,1961,540,853,895,845,40,144,109,84,7,99670,144928,52966,27222,112373,28919,7,341,603,944,661,1579,1135,1943,1493,2277,836,1255,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,1054932,993167,5457,145,82,50,False,1,0,X,W10,10,0,0,0,0,0,0,82,46,24,0,2,3,5,2,111,429,258,41,21,14,0,1,0,3,2,200,128,315,56,239,36,2,3030,1913,528,973,1034,1011,32,176,142,104,10,96701,150262,50733,26671,119671,27441,10,429,700,1129,581,1428,944,1649,1519,2387,796,1343,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,175454,0,0,13,82,50,False,27,0,E,L1,2,8,0,0,0,0,0,82,8,69,0,1,2,0,2,22,177,521,41,6,32,0,1,1,0,1,89,242,179,19,119,37,1,2307,3841,1106,725,793,781,14,59,59,58,1,167358,76219,52571,33411,52713,21188,0,177,343,520,264,1369,862,2315,767,1822,525,1424,0,
8,Rampage,SAR,San Antonio,Northwest Division,Western Conference,0,0,0,555612,562333,3090,105,82,50,False,23,0,E,L5,2,7,0,0,0,0,1,82,18,54,0,1,0,2,7,49,175,384,41,9,27,0,1,0,1,3,88,184,186,14,144,25,1,2171,3901,1144,672,770,706,51,65,56,51,4,176236,70962,50768,33577,48610,20025,0,175,336,511,382,1405,1042,3220,673,1690,367,1249,1,
9,Monsters,LEM,Lake Erie,Central Division,Western Conference,2641,1023,0,1292774,1133917,6230,186,82,50,False,18,0,Y,W1,2,6,0,0,0,1,1,82,60,14,0,1,1,2,4,131,463,167,41,29,8,0,0,0,2,2,244,89,284,48,282,40,11,3392,1351,390,1094,1084,1197,35,208,142,110,6,75145,172362,49654,23623,140215,28830,18,463,795,1258,726,1555,965,1528,1761,2564,885,1337,1,
10,Stars,TEX,Texas,Pacific Division,Western Conference,13,2193,1254,743198,729166,4006,119,82,50,False,5,0,X,W2,7,3,0,0,0,0,0,82,52,24,0,0,0,2,4,112,443,218,41,25,13,0,0,0,0,3,219,110,268,45,225,33,5,3387,1753,475,1138,1101,1139,36,214,125,102,7,90219,156653,50128,25358,126503,27546,11,443,729,1172,533,1398,1081,1759,1753,2504,946,1369,0,
