Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1580,Tom Sestito,http://www.tsn.ca/nhl/player-bio/tom-sestito,8,USA,1987-09-28,228,77,False,False,True,False,1,False,False,False,False,False,True,True,False,0,700000,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,80,46,25,68,85,43,62,54,25,62,55,65,25,60,61,59,50,58,67,23,2,1,3,-8,38,0,4,0,0,91,9,0,0,11,38,0,1,0,34641,0,0,0,0,272,0,0,0,121,0,0,836,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Kyle Quincey,http://www.tsn.ca/nhl/player-bio/kyle-quincey,10,ONT,1985-08-11,216,74,False,False,False,True,2,False,False,False,False,False,True,True,False,0,2250000,2250000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,78,45,80,76,79,74,77,57,25,51,49,81,25,73,76,63,50,68,82,106,6,22,28,18,22,10,97,0,0,59,47,1,0,0,0,0,0,0,94651,0,1,4,44,11569,0,0,0,9219,0,0,6788,0,1,1,2,1,1,235,375,6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,False
3,Radim Vrbata,http://www.tsn.ca/nhl/player-bio/radim-vrbata,1,CZE,1981-06-13,194,73,False,True,True,False,1,False,False,False,False,False,True,True,False,0,4500000,0,0,0,0,0,0,0,0,0,,6,100,0,3,3,3,3,3,3,3,3,3,3,67,42,93,83,71,74,89,78,37,81,76,67,90,86,89,77,50,73,82,209,23,22,45,16,12,0,10,0,0,55,98,5,4,26,79,1,12,0,78095,1,2,6,37,14123,0,0,0,875,0,0,8971,0,0,0,4,2,3,175,175,8695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,False
4,Luke Schenn,http://www.tsn.ca/nhl/player-bio/luke-schenn,8,SKW,1989-11-01,229,74,False,False,False,True,1,False,False,False,False,False,True,True,False,0,2300000,0,0,0,0,0,0,0,0,0,,14,100,0,3,3,3,3,3,3,3,3,3,3,99,48,70,75,82,75,92,53,25,49,47,90,25,76,77,64,50,72,82,67,5,11,16,9,130,20,123,0,0,174,62,1,0,0,0,0,1,0,82837,0,0,0,2,904,0,0,0,11044,0,0,7214,2,0,2,2,1,0,135,135,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,False
3585,Jakob Forsbacka Karlsson,,1,SWE,1996-10-31,192,73,True,True,True,False,3,True,False,False,False,False,True,True,False,0,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,55,40,70,65,69,55,60,58,50,60,55,58,25,44,44,50,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,290,51,34,85,65,54,0,7,0,0,121,118,7,0,363,547,0,0,0,83461,3,0,3,2,1937,1,1,5,3639,0,0,17555,0,0,0,12,3,5,0,2,1,0,0,0,21875,False
6,Joel Ward,http://www.tsn.ca/nhl/player-bio/joel-ward,27,ONT,1980-12-02,226,73,False,True,True,False,1,False,False,False,False,False,True,True,False,0,3750000,0,0,0,0,0,0,0,0,0,,16,98,0,3,3,3,3,3,3,3,3,3,3,71,44,88,76,81,72,96,68,68,69,64,74,25,76,80,70,50,69,76,129,6,16,22,6,14,0,10,0,0,54,75,0,0,41,96,0,1,0,79721,0,1,2,15,5649,0,1,1,4748,0,0,6118,0,0,0,0,1,3,295,295,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False
3042,Erik Gustafsson,http://www.eliteprospects.com/player.php?player=15372,19,SWE,1992-03-14,205,72,False,False,False,True,2,False,False,False,False,False,True,True,False,0,800000,800000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,76,74,82,71,74,77,84,53,25,49,41,63,39,47,48,56,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Jordan Staal,http://www.tsn.ca/nhl/player-bio/jordan-staal,17,ONT,1988-09-10,220,76,True,False,False,False,4,False,False,False,False,True,True,True,False,0,6500000,6500000,6500000,6500000,0,0,0,0,0,0,,16,99,0,3,3,3,3,3,3,3,3,3,3,84,46,85,78,83,79,96,78,99,79,72,75,25,79,83,77,50,74,78,208,17,26,43,5,54,10,4,0,0,145,169,3,1,1011,1645,0,0,0,82893,0,3,7,27,7793,0,0,5,4342,0,0,8685,2,0,0,2,4,2,310,495,8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,False
9,Jay McClement,http://www.tsn.ca/nhl/player-bio/jay-mcclement,30,ONT,1983-03-02,205,73,True,True,False,False,2,False,False,False,False,False,True,True,False,0,1750000,1750000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,71,43,90,73,75,59,88,57,77,55,58,81,25,83,84,65,50,65,37,11,1,4,5,-2,2,0,0,0,0,16,15,0,0,31,46,0,0,0,15440,0,0,0,1,259,0,0,0,1690,0,0,763,0,0,0,0,0,2,100,100,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,False
10,Jeff Schultz,http://www.tsn.ca/nhl/player-bio/jeff-schultz,22,AB,1986-02-24,230,78,False,False,False,True,1,False,False,False,False,False,True,True,False,0,3000000,0,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,89,88,90,67,88,74,81,51,25,52,39,75,37,69,71,57,50,67,82,83,8,18,26,-31,115,15,131,0,0,266,57,1,0,0,0,0,0,0,104797,0,4,2,41,11098,0,0,2,13870,0,0,8740,0,0,3,0,3,3,435,435,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
