Own by Team,From Team,Year,Round
1,1,2018,1
1,1,2017,1
1,1,2019,1
1,1,2017,2
1,1,2018,2
1,1,2017,3
1,1,2018,3
1,1,2017,4
1,1,2017,5
1,1,2018,4
1,1,2019,2
1,1,2018,5
1,1,2017,6
1,1,2019,3
1,1,2016,1
1,1,2019,4
1,25,2015,1
1,1,2018,6
1,1,2016,2
1,1,2019,5
1,1,2016,3
1,1,2016,4
1,1,2019,6
1,1,2017,7
1,18,2015,4
1,1,2016,7
1,1,2015,1
1,1,2018,7
1,1,2019,7
1,9,2015,3
1,1,2016,6
1,9,2016,6
1,27,2015,3
1,16,2016,5
2,2,2018,1
2,2,2018,2
2,2,2017,1
2,2,2017,2
2,2,2017,3
2,2,2017,4
2,2,2019,1
2,2,2019,2
2,2,2015,1
2,2,2015,2
2,2,2019,3
2,13,2015,2
2,2,2019,4
2,2,2018,3
2,2,2015,3
2,2,2015,4
2,2,2019,5
2,2,2019,6
2,2,2017,5
2,2,2015,5
2,2,2015,6
2,2,2015,7
2,2,2017,6
2,2,2016,1
2,2,2016,2
2,2,2016,3
2,2,2016,4
2,2,2016,5
2,2,2017,7
2,21,2015,2
2,2,2016,6
2,2,2016,7
2,2,2018,4
2,2,2019,7
2,2,2018,5
2,2,2018,6
2,2,2018,7
2,20,2015,1
2,7,2016,2
2,7,2015,3
2,14,2016,2
2,16,2015,3
2,12,2015,3
2,12,2015,4
3,3,2018,1
3,3,2017,1
3,3,2017,2
3,3,2017,3
3,3,2017,4
3,3,2019,1
3,3,2019,2
3,3,2019,3
3,3,2019,4
3,3,2018,2
3,3,2019,5
3,3,2019,6
3,23,2015,6
3,22,2015,7
3,1,2015,6
3,22,2015,6
3,16,2017,5
3,3,2015,6
3,3,2015,7
3,3,2019,7
3,3,2016,3
3,3,2016,4
3,3,2016,5
3,16,2017,6
3,3,2017,5
3,3,2018,3
3,3,2017,6
3,3,2017,7
3,3,2018,4
3,3,2018,5
3,3,2018,6
3,3,2018,7
4,4,2019,1
4,4,2018,1
4,4,2018,2
4,4,2019,2
4,4,2018,3
4,4,2018,4
4,4,2018,5
4,4,2018,6
4,4,2019,3
4,4,2018,7
4,4,2019,4
4,4,2019,5
4,4,2019,6
4,4,2019,7
4,13,2015,6
4,25,2016,3
4,15,2015,6
4,4,2016,1
4,4,2017,1
4,4,2017,2
4,4,2017,3
4,4,2017,4
4,4,2016,4
4,4,2017,5
4,4,2017,6
4,4,2017,7
4,7,2015,1
4,22,2016,5
4,4,2016,5
4,4,2016,6
4,4,2016,7
4,4,2015,1
5,5,2016,1
5,5,2016,2
5,5,2016,3
5,5,2016,4
5,5,2018,1
5,5,2018,2
5,5,2018,3
5,21,2016,5
5,5,2015,1
5,5,2018,4
5,5,2018,5
5,21,2015,6
5,5,2018,6
5,5,2019,1
5,5,2019,2
5,5,2019,3
5,5,2015,5
5,5,2019,4
5,5,2015,7
5,5,2016,5
5,5,2016,6
5,5,2016,7
5,5,2017,1
5,5,2018,7
5,5,2017,2
5,5,2017,3
5,10,2015,1
5,5,2017,4
5,10,2015,3
5,5,2017,5
5,5,2019,5
5,27,2015,1
5,5,2017,6
5,5,2017,7
5,5,2019,6
5,5,2019,7
5,30,2015,4
5,30,2015,5
6,6,2017,1
6,6,2019,1
6,6,2017,2
6,6,2017,3
6,6,2017,4
6,6,2017,5
6,21,2015,7
6,6,2019,2
6,7,2015,5
6,6,2018,1
6,6,2018,2
6,6,2017,6
6,6,2017,7
6,6,2018,3
6,28,2015,7
