Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,0,1798408,0,117,0,50,False,2,0,,W2,6,1,0,3,0,0,0,19,16,3,0,0,0,0,0,32,83,49,10,10,0,0,0,0,0,0,44,18,38,11,32,1,0,903,517,152,283,269,302,49,35,23,22,3,20766,37334,14293,6656,28470,8269,1,83,140,223,71,439,335,472,596,834,227,320,0,
2,Moose,MAN,Manitoba,Southeast Division,Eastern Conference,0,0,0,0,781667,0,42,0,50,True,10,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,1729,2024,0,0,770667,0,119,0,50,True,1,0,,L2,6,3,0,0,1,0,0,17,13,4,0,0,0,0,0,26,96,37,8,7,1,0,0,0,0,0,52,18,13,1,12,2,0,927,734,214,282,320,325,0,38,35,23,0,22888,26703,11799,6284,20322,5944,2,96,180,276,31,434,260,635,246,548,146,302,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,2388500,0,10,0,50,True,8,0,,L4,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,8,23,32,4,2,2,0,0,0,0,0,12,18,16,5,13,1,0,270,375,94,91,91,88,0,10,5,8,0,12262,10548,5990,3321,7301,2982,0,23,41,64,31,196,152,276,144,270,75,138,0,
5,Heat,STK,Stockton,Northwest Division,Western Conference,2048,2812,0,0,477250,0,118,0,50,True,25,0,,L2,0,3,0,0,1,0,0,4,0,4,0,0,0,0,0,0,12,20,2,0,2,0,0,0,0,0,6,12,4,0,11,1,0,113,231,73,40,31,35,7,6,2,4,0,8009,4537,2938,1697,3085,1330,0,12,21,33,20,68,89,207,50,114,39,72,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,369083,0,104,0,50,True,11,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,1018750,0,89,0,50,True,12,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Rampage,SAR,San Antonio,Northwest Division,Western Conference,0,0,0,0,464417,0,14,0,50,True,13,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Monsters,LEM,Lake Erie,Central Division,Western Conference,0,2641,0,0,1229278,0,9,0,50,True,3,0,,L1,5,4,0,1,0,0,0,11,7,4,0,0,0,0,0,14,56,38,6,3,3,0,0,0,0,0,33,22,24,6,19,3,1,584,465,136,168,180,196,40,15,24,16,1,14601,20474,7860,3999,15873,4178,1,56,103,159,45,266,229,363,283,427,141,211,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,496835,0,93,0,50,True,27,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,21,2,0,2,0,0,0,0,0,3,11,3,0,8,3,0,71,219,67,21,18,32,0,3,1,2,0,8567,3047,2786,1807,1858,1012,0,6,12,18,32,73,45,210,10,76,12,66,0,
