Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,416445,959580,5159,120,82,50,False,11,0,,OTW1,5,3,0,2,0,0,0,35,11,18,0,2,1,2,1,32,133,139,18,5,11,0,1,1,0,0,65,76,139,22,99,15,0,1098,992,314,359,378,350,23,51,39,39,6,54206,49538,23403,13760,36457,11334,1,133,224,357,216,595,422,898,510,953,280,574,1,
2,Moose,MAN,Manitoba,Central Division,Western Conference,0,0,0,1058899,2552916,13725,246,82,50,False,14,0,,W3,7,2,0,0,0,1,0,34,21,7,0,1,0,4,1,53,148,67,17,12,1,0,0,0,3,1,81,29,129,27,195,26,6,942,569,142,311,286,337,25,62,37,44,7,36084,64310,23647,12176,48294,13555,5,148,261,409,436,714,506,790,660,962,341,511,1,
3,Bruins,PRO,Providence,Atlantic,Eastern Conference,0,3129,3088,791450,2144708,11531,87,82,50,False,8,0,,W1,6,1,0,1,0,1,1,35,17,11,0,1,3,2,1,44,122,78,19,10,6,0,1,1,0,1,71,35,138,28,216,40,3,886,635,175,298,299,283,17,51,35,33,6,39815,62294,25159,13226,45524,14082,5,122,228,350,534,734,499,879,587,964,331,532,0,
4, Americans,ROC,Rochester,Central Division,Western Conference,0,0,0,670603,1775583,9546,75,82,50,False,15,0,,W2,6,4,0,0,0,0,0,35,21,11,0,1,0,2,0,48,139,74,16,9,6,0,0,0,1,0,66,32,153,23,206,26,2,940,620,181,299,304,331,17,55,46,35,5,40705,61865,24082,13026,45774,13294,6,139,247,386,493,703,499,833,629,953,372,523,1,
5,Heat,STK,Stockton,Pacific Division,Western Conference,0,4262,0,745401,2482415,13346,77,82,50,False,13,0,,W1,7,2,0,0,0,1,0,36,20,11,0,1,0,1,3,47,142,95,17,10,4,0,0,0,1,2,67,43,146,26,183,38,2,968,723,218,308,316,335,20,73,35,32,3,43451,63210,24201,13191,47932,13058,5,142,257,399,444,796,367,914,504,991,253,535,0,
6,Checkers,CHR,Charlotte,Atlantic,Eastern Conference,0,0,0,2267373,3997002,21489,283,82,50,False,24,0,,L1,3,7,0,0,0,0,0,34,12,21,0,1,0,0,0,26,122,160,15,6,9,0,0,0,0,0,59,66,169,19,121,38,2,885,841,260,296,301,283,5,41,47,33,1,46461,53961,22101,12745,41015,11248,3,122,215,337,294,575,312,753,461,901,283,565,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,3955,0,0,914166,1834666,9864,47,82,50,False,1,0,,W4,8,1,0,0,1,0,0,35,23,7,0,1,1,1,2,53,154,53,19,15,3,0,0,0,1,0,95,22,164,23,137,6,4,1082,574,171,360,356,354,23,67,49,36,4,36850,66110,24078,12377,50543,13745,11,154,271,425,298,658,451,780,661,1047,332,510,0,
8,Eagles,COL,Colorado,Pacific Division,Western Conference,0,0,0,284783,841445,4524,233,82,50,False,28,0,,L12,0,10,0,0,0,0,0,34,0,32,0,2,0,0,0,4,54,257,15,0,14,0,1,0,0,0,21,114,78,7,55,12,0,656,1689,530,240,210,199,7,24,13,15,2,80277,22250,20131,14253,14668,6786,0,54,105,159,123,414,281,1043,173,536,140,593,0,
9,Monsters,CLE,Cleveland,North,Eastern Conference,0,0,0,695165,1687383,9072,284,82,50,False,7,0,,SOW1,6,3,0,0,0,1,0,34,20,7,0,0,0,3,4,50,142,70,18,12,3,0,0,0,2,1,80,35,137,24,176,17,1,953,594,149,297,313,325,51,59,42,38,7,38699,62002,23799,12467,46496,13068,3,142,250,392,406,770,407,835,542,958,286,499,0,
10,Stars,TEX,Texas,Central Division,Western Conference,0,0,0,392710,1129167,6071,93,82,50,False,16,0,,L2,5,4,0,1,0,0,0,35,17,11,0,2,2,2,1,45,142,84,19,9,6,0,1,1,1,1,71,48,135,27,92,9,1,1201,869,272,420,407,364,23,65,40,33,5,51549,53475,22425,13119,41415,10749,3,142,201,343,231,560,470,955,568,990,275,524,1,
11,Griffins,GRP,Grand Rapids,North,Eastern Conference,0,0,0,597099,1466250,7883,214,82,50,False,20,0,,SOL1,4,4,0,0,0,0,2,36,12,19,0,0,0,1,4,30,117,119,19,6,12,0,0,0,0,1,62,62,149,31,106,18,0,940,1084,346,301,320,310,33,51,36,29,2,64859,42510,23731,15185,30523,10458,2,117,206,323,262,578,473,1136,404,859,257,555,0,
12,Condors,BKR,Bakersfield,Pacific Division,Western Conference,0,0,0,1357464,3194334,17174,110,82,50,False,5,0,,W8,9,1,0,0,0,0,0,37,29,5,0,0,2,0,1,61,187,70,17,15,2,0,0,0,0,0,90,39,141,14,206,22,3,1156,549,158,340,444,370,7,65,80,42,1,36784,71860,25058,12466,55267,14592,7,187,345,532,545,777,491,768,718,1020,407,575,0,
