Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
439,Collin Delia,https://www.tsn.ca/nhl/player-bio/collin-delia,13,USA,1994-06-20,190,74,3,True,False,False,False,True,True,True,False,0,950000,950000,950000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,55,54,68,75,55,57,55,60,57,57,30,44,44,56,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,177856,40,10,1,8,103,1096,0,2,0,9,3,51,0,0,1,0,3,0,575,6590,False
465,Ian Scott,,6,ALB,1999-01-11,168,77,3,True,False,False,False,False,True,True,False,0,820000,820000,820000,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
417,David Rittich,http://www.tsn.ca/nhl/player-bio/david-rittich,13,CZE,1992-08-18,202,75,2,False,False,False,False,False,True,True,False,0,1000000,1000000,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,70,63,62,83,74,66,61,69,77,70,65,47,47,65,50,66,2,5940,0,0,1,0,7,54,0,0,0,4,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
418,Alex Nedeljkovic,http://www.tsn.ca/nhl/player-bio/alex-nedeljkovic,16,USA,1996-01-07,198,72,2,False,False,False,False,False,True,True,False,0,894167,894167,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,57,67,84,68,53,61,57,63,59,59,30,44,44,59,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,170489,33,16,1,1,136,1353,0,0,0,13,3,50,0,0,2,0,4,100,615,5675,False
379,Semyon Varlamov,http://www.tsn.ca/nhl/player-bio/semyon-varlamov,24,RUS,1988-04-26,209,74,1,False,False,False,False,False,True,True,False,0,5900000,0,0,0,0,0,0,0,0,0,,24,100,0,3,2,2,2,2,2,2,2,2,2,83,67,67,80,83,84,66,83,87,84,84,69,71,80,50,77,29,77691,10,7,1,1,56,762,0,4,0,9,4,15,47,0,1,0,1,0,0,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,Jonathan Bernier,http://www.tsn.ca/nhl/player-bio/jonathan-bernier,6,QUE,1988-08-07,184,72,2,False,False,False,False,False,True,True,False,0,4200000,4200000,0,0,0,0,0,0,0,0,,20,98,0,3,2,2,2,2,2,2,2,2,2,78,68,68,68,82,74,62,76,83,78,62,65,66,75,50,72,40,132689,10,26,2,1,116,1202,0,0,1,9,3,40,7,1,1,2,2,300,480,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Curtis McElhinney,http://www.tsn.ca/nhl/player-bio/curtis-mcelhinney,30,ONT,1983-05-22,200,75,2,False,False,False,False,False,True,True,False,0,1600000,1600000,0,0,0,0,0,0,0,0,,15,100,0,3,3,3,3,3,3,3,3,3,3,75,52,54,81,82,68,80,72,82,75,57,62,63,73,50,71,16,48266,5,5,1,0,39,410,0,2,0,3,2,12,44,0,0,0,0,0,80,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Kari Lehtonen,http://www.tsn.ca/nhl/player-bio/kari-lehtonen,1,FIN,1983-11-15,190,76,1,False,False,False,False,False,True,True,False,0,2500000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,81,78,78,85,89,74,68,80,82,81,80,76,77,79,50,78,24,84154,9,8,5,1,55,720,0,4,1,22,9,23,39,1,4,1,1,0,0,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
380,Cam Talbot,http://www.tsn.ca/nhl/player-bio/cam-talbot,10,ONT,1987-07-04,199,75,5,False,False,False,False,False,True,True,False,0,6250000,6250000,6250000,6250000,6250000,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,79,99,94,79,75,82,58,76,78,79,43,64,65,77,50,75,52,184917,33,15,4,5,119,1600,0,4,1,18,7,52,9,1,6,7,4,700,1480,12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
419,Alex Lyon,http://www.tsn.ca/nhl/player-bio/alex-lyon,22,USA,1992-12-08,201,73,3,True,False,False,False,False,True,True,False,0,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,64,71,67,75,67,60,64,63,75,64,65,45,45,66,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
