Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,1284701,1871207,9645,167,68,50,False,1,0,,W2,9,0,0,1,0,0,0,47,37,6,0,1,1,2,0,81,243,65,23,19,2,0,0,1,1,0,109,23,157,31,178,24,3,1620,684,165,534,493,588,10,102,68,70,4,41189,97919,30948,13843,76767,18869,13,243,438,681,434,925,567,938,954,1380,515,762,0,
2,Moose,MAN,Manitoba,Central Division,Western Conference,0,0,0,705346,845333,4357,246,76,50,False,14,0,,L2,6,4,0,0,0,0,0,49,32,15,0,1,1,0,0,67,202,125,25,18,6,0,0,1,0,0,109,56,126,25,135,10,4,1747,1469,433,570,515,658,4,89,56,56,1,69063,74543,32964,17640,55885,16855,4,202,360,562,298,956,713,1419,765,1377,430,771,0,
3,Bruins,PRO,Providence,Atlantic,Eastern Conference,3005,2941,2834,428491,858500,4425,231,76,50,False,19,0,,W1,3,6,0,0,1,0,0,50,29,13,0,1,2,4,1,71,202,121,22,14,6,0,1,1,0,0,95,48,167,36,117,17,0,1535,1315,394,496,473,560,22,93,59,45,8,69864,78565,33541,18675,59279,17199,2,202,340,542,286,1011,624,1378,600,1298,354,755,0,
4, Americans,ROC,Rochester,Central Division,Western Conference,0,0,0,945953,1251417,6451,75,76,50,False,4,0,,OTW1,7,1,0,1,0,0,1,49,32,12,0,1,1,2,1,72,262,115,25,16,6,0,0,0,2,1,137,72,138,31,222,32,5,1684,851,262,556,536,585,16,107,74,78,6,49583,95890,32015,15377,75116,18669,8,262,467,729,562,1088,561,990,856,1360,490,798,0,
5,Heat,STK,Stockton,Pacific Division,Western Conference,0,1168,0,868627,1294959,6675,100,68,50,False,2,0,,W9,9,1,0,0,0,0,0,48,32,10,0,0,3,0,3,70,271,120,22,14,4,0,0,2,0,2,130,60,172,26,185,35,1,1937,891,289,666,648,615,16,140,79,52,0,52030,91375,30789,15423,72409,17281,5,271,485,756,477,896,656,1022,998,1454,531,814,0,
6,Checkers,CHR,Charlotte,Atlantic,Eastern Conference,0,0,0,1228005,1489166,7676,8,76,50,False,7,0,,W2,8,2,0,0,0,0,0,52,28,19,0,1,1,0,3,62,251,158,24,11,9,0,1,0,0,3,103,64,155,27,205,45,0,1581,1006,273,525,537,515,12,96,91,63,2,53669,100096,34376,16423,77653,19791,7,251,439,690,442,1016,507,950,807,1412,472,878,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,694797,1285834,6628,13,76,50,False,9,0,,W9,9,0,0,0,0,0,1,52,44,4,0,1,1,1,1,94,341,129,26,22,2,0,1,0,1,0,187,64,150,30,187,27,4,2214,1005,291,727,734,749,11,150,108,81,3,50080,107517,30480,14719,88019,17531,6,341,543,884,451,950,682,1017,1142,1596,605,917,0,
8,Eagles,COL,Colorado,Pacific Division,Western Conference,0,0,0,354381,580533,2992,105,68,50,False,29,0,E,L6,1,8,0,0,1,0,0,47,1,43,0,1,1,0,1,6,92,314,24,0,23,0,0,0,0,1,42,162,114,11,85,25,2,966,2449,698,316,283,360,10,41,20,30,1,105441,35108,29267,19543,23011,10839,0,92,180,272,190,704,394,1483,269,844,223,791,0,
9,Monsters,CLE,Cleveland,North,Eastern Conference,0,0,0,1152975,1759250,9068,186,76,50,False,3,0,,OTL1,8,1,0,0,1,0,0,50,41,7,0,0,1,0,1,84,296,86,25,21,3,0,0,1,0,0,150,40,175,36,156,30,6,2076,822,224,650,715,709,6,124,100,72,1,47450,101720,31158,14975,81445,18336,12,296,520,816,387,891,577,972,1058,1556,520,800,1,
10,Stars,TEX,Texas,Central Division,Western Conference,0,0,0,287113,547166,2820,119,76,50,False,21,0,,L1,3,6,0,1,0,0,0,49,13,30,0,3,1,1,1,36,172,257,24,6,16,0,1,0,1,0,82,126,129,17,131,27,3,1552,1830,531,472,557,512,15,71,60,37,4,77500,68158,31772,17713,51279,15275,0,172,307,479,286,940,546,1193,655,1224,471,860,1,
11,Griffins,GRP,Grand Rapids,North,Eastern Conference,0,0,0,394386,529167,2728,256,76,50,False,27,0,,L1,1,9,0,0,0,0,0,51,8,39,0,1,1,1,1,22,129,354,27,4,20,0,1,0,1,1,68,177,89,9,69,14,0,1433,2715,759,486,452,487,17,59,38,30,3,104016,46993,33365,20539,31896,13788,0,129,253,382,176,914,510,1568,379,1100,304,955,0,
12,Condors,BKR,Bakersfield,Pacific Division,Western Conference,0,0,0,1209535,1512750,7798,70,68,50,False,13,0,,L1,4,4,0,1,1,0,0,47,33,8,0,3,1,1,1,76,212,73,25,16,5,0,2,1,1,0,109,44,153,27,216,20,5,1407,751,220,462,474,457,20,82,66,60,4,46288,92956,31342,15260,72204,18406,11,212,389,601,492,891,641,1012,913,1338,455,695,0,
13,Thunderbirds,SPR,Springfield,Atlantic,Eastern Conference,0,0,0,722396,840517,4333,235,76,50,False,10,0,,W1,8,2,0,0,0,0,0,51,37,10,0,1,0,2,1,81,254,113,28,21,5,0,0,0,1,1,144,52,149,27,190,26,6,1876,1162,386,638,601,630,17,122,67,62,6,59235,92362,33202,17088,72040,17967,8,254,445,699,499,1000,734,1240,931,1424,505,826,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,503888,778833,4015,124,68,50,False,28,0,,L5,0,9,0,1,0,0,0,44,3,38,0,1,1,0,1,10,80,327,22,0,20,0,1,1,0,0,43,161,95,7,77,18,0,1025,2346,704,359,338,319,12,37,23,19,2,99719,32205,27092,18100,21222,9806,0,80,153,233,208,656,350,1378,290,825,217,797,0,
15,Wild,IOA,Iowa,Central Division,Western Conference,0,0,0,667333,741884,3824,193,76,50,False,12,0,,W2,6,4,0,0,0,0,0,50,33,13,0,0,2,0,2,70,273,129,26,17,7,0,0,1,0,1,145,71,144,27,115,18,5,2018,1547,418,668,657,688,13,125,88,60,1,71348,79125,30415,17187,62490,15212,2,273,389,662,242,904,635,1523,663,1376,384,800,0,
16,Rocket,LAV,Laval,North,Eastern Conference,0,0,0,484789,816917,4211,129,76,50,False,15,0,,W2,5,3,0,0,0,1,1,50,26,16,0,4,0,3,1,67,191,152,27,14,8,0,2,0,3,0,107,74,169,25,159,29,6,1596,1468,465,494,520,566,29,77,61,46,9,79233,68566,33647,20293,50784,15772,1,191,335,526,379,876,778,1506,691,1275,438,799,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,349605,667667,3442,88,76,50,False,25,0,,SOL1,1,7,0,0,0,0,2,52,9,37,0,0,0,2,4,26,150,335,27,4,20,0,0,0,1,2,75,164,103,15,92,22,0,1674,2633,749,566,525,562,43,62,39,47,4,100658,54110,34232,20764,37695,14728,0,150,288,438,198,1047,487,1546,482,1263,326,954,0,
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,449557,716917,3695,79,76,50,False,31,0,,L4,1,8,0,1,0,0,0,53,8,43,0,2,0,0,0,20,132,363,28,4,22,0,2,0,0,0,75,181,120,15,89,24,1,1429,2733,743,474,472,474,9,60,42,28,2,110281,47366,33543,21340,32583,13283,0,132,255,387,205,818,483,1580,399,1058,316,946,0,
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,1024004,1096588,5653,69,76,50,False,5,0,,OTW1,9,0,0,1,0,0,0,52,24,22,0,1,1,1,3,56,197,199,24,11,11,0,1,0,0,1,93,95,152,28,145,17,2,1602,1573,430,529,526,541,17,79,56,60,3,73864,80369,34553,19328,60660,17514,4,197,352,549,316,1003,601,1373,705,1363,389,850,0,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,776322,522542,2694,238,76,50,False,26,0,,L3,0,8,0,0,1,0,1,52,13,35,0,0,2,1,1,31,161,266,26,7,17,0,0,0,1,1,82,128,151,22,105,20,3,1456,2054,607,507,467,477,12,61,57,42,2,96023,58591,33576,20462,42396,14646,3,161,291,452,272,870,545,1416,558,1204,387,887,0,
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,437712,636416,3280,48,76,50,False,17,0,,W1,5,3,0,0,1,0,1,53,23,25,0,1,1,1,2,53,180,186,24,12,10,0,1,1,0,0,91,73,158,42,196,35,1,1418,1570,465,434,502,474,22,56,74,48,6,73887,82785,35559,19488,61696,18429,2,180,306,486,485,1004,642,1351,687,1351,435,824,1,
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,1992,2692,2889,554466,507500,2616,260,76,50,False,16,0,,W2,4,5,0,0,0,1,0,50,25,22,0,0,0,2,1,55,258,228,25,13,10,0,0,0,1,1,140,107,125,20,154,27,6,1995,1561,422,630,695,667,11,115,86,55,4,64087,84009,32804,16982,64820,17149,0,258,436,694,404,1026,601,1043,896,1374,605,947,0,
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,1231846,1646466,8487,18,68,50,False,20,0,,L3,4,5,0,0,1,0,0,45,16,26,0,1,1,1,0,37,164,238,22,8,13,0,0,1,0,0,78,116,144,34,114,23,1,1366,1385,390,457,439,463,10,75,47,40,2,67421,65493,29629,16337,48872,14741,0,164,296,460,271,818,397,987,533,1139,385,831,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,367740,528500,2724,35,76,50,False,22,0,,W1,1,7,0,1,0,0,1,51,6,40,0,2,1,0,2,19,130,317,23,3,17,0,2,0,0,1,71,143,106,11,79,28,1,1468,2630,735,506,477,473,17,55,40,33,3,99770,51074,33786,21099,35363,14273,0,130,248,378,208,1011,559,1567,435,1099,328,907,0,
