Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,0,1557874,91640,117,10,50,False,4,0,,W6,8,0,0,1,0,0,0,9,8,0,0,1,0,0,0,18,56,5,5,5,0,0,0,0,0,0,36,2,19,4,35,2,2,325,139,33,120,116,88,1,24,21,10,1,6955,19760,5758,2447,15870,3575,5,56,100,156,96,177,130,177,155,214,99,140,0,
2,Moose,MAN,Manitoba,Southeast Division,Eastern Conference,0,0,0,0,1043833,61402,42,10,50,False,13,0,,L3,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,8,36,19,5,2,3,0,0,0,0,0,21,11,25,9,36,5,1,282,151,32,80,101,101,0,12,12,12,0,8069,15494,5237,2467,11998,3115,2,36,61,97,78,199,114,186,153,221,83,117,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,2268,1733,238,0,1605200,94424,231,10,50,False,8,0,,W1,6,2,0,1,0,0,0,9,6,2,0,1,0,0,0,14,44,23,4,3,1,0,0,0,0,0,19,9,19,6,27,5,2,260,217,69,82,94,82,2,17,14,12,1,9692,17107,5848,2792,13271,3365,1,44,77,121,76,209,107,193,124,224,76,135,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,1761500,103618,75,10,50,False,15,0,,L2,5,4,0,0,0,1,0,10,5,4,0,0,0,1,0,12,38,34,5,3,1,0,0,0,1,0,20,15,25,6,25,3,0,332,333,94,132,113,86,11,17,13,7,2,16151,13608,6541,3953,10135,3052,0,38,70,108,59,190,164,327,135,233,89,162,1,
5,Heat,STK,Stockton,Northwest Division,Western Conference,0,0,0,0,1467375,86316,100,10,50,False,12,0,,L1,6,3,0,0,0,0,0,9,6,3,0,0,0,0,0,12,36,24,4,3,1,0,0,0,0,0,17,6,13,2,15,3,0,354,260,78,119,124,111,0,17,12,7,0,11274,15242,5884,2894,11791,3189,1,36,65,101,34,186,119,248,153,281,91,141,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,1797050,105709,145,10,50,False,10,0,,W3,5,2,0,0,1,1,0,9,5,2,0,0,1,1,0,13,48,29,4,2,1,0,0,1,0,0,22,10,23,3,30,5,0,299,275,70,91,94,114,3,18,17,12,1,11999,14777,5997,3269,11375,3142,1,48,84,132,76,183,135,243,148,241,88,153,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,599417,35260,13,10,50,False,30,0,,L1,1,9,0,0,0,0,0,10,1,9,0,0,0,0,0,2,24,68,5,1,4,0,0,0,0,0,16,33,25,2,12,4,1,312,480,122,96,116,100,0,6,13,5,0,18976,10224,6800,4080,7046,2970,0,24,45,69,28,188,106,283,105,227,73,182,0,
8,Rampage,SAR,San Antonio,Northwest Division,Western Conference,0,0,0,0,431500,25382,105,10,50,False,23,0,,L3,2,7,0,0,0,0,0,9,2,7,0,0,0,0,0,4,13,43,4,1,3,0,0,0,0,0,7,23,17,2,17,1,0,233,455,134,91,73,69,0,6,4,3,0,18992,7513,5895,3896,4950,2244,0,13,25,38,48,163,131,361,88,233,42,131,0,
9,Monsters,LEM,Lake Erie,Central Division,Western Conference,0,0,0,0,1360750,80044,186,10,50,False,1,0,,W8,8,0,0,1,0,0,0,9,8,0,0,1,0,0,0,18,79,22,5,5,0,0,0,0,0,0,41,8,23,5,18,3,0,456,165,50,164,129,162,1,45,20,13,1,7452,19893,5234,2200,16647,3207,0,79,143,222,50,170,103,141,211,275,124,178,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,709000,41706,119,10,50,False,9,0,,W1,6,4,0,0,0,0,0,10,6,4,0,0,0,0,0,12,56,33,5,3,2,0,0,0,0,0,30,12,26,3,17,3,0,508,301,84,162,159,187,0,27,16,13,0,11535,17963,6502,3272,14180,3501,0,56,93,149,53,211,144,256,186,324,91,173,0,
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,0,224167,13186,237,10,50,False,11,0,,W2,8,1,0,0,0,0,0,9,8,1,0,0,0,0,0,16,36,27,4,4,0,0,0,0,0,0,16,7,10,2,15,2,0,346,384,140,119,112,115,0,16,16,4,0,16002,10229,6169,3709,7250,2688,0,36,70,106,32,172,150,345,90,212,56,155,0,
12,Condors,BKR,Bakersfield,Northwest Division,Western Conference,0,0,0,0,1359833,79990,70,10,50,False,5,0,,W5,9,1,0,0,0,0,0,10,9,1,0,0,0,0,0,18,51,11,5,4,1,0,0,0,0,0,21,4,23,6,32,4,1,372,142,42,134,111,127,0,21,21,9,0,6694,23174,6132,2501,18732,3964,5,51,95,146,71,182,130,182,223,298,96,132,0,
13,Pirates,POR,Portland,Southeast Division,Eastern Conference,0,0,0,0,947500,55735,235,10,50,False,7,0,,W3,7,2,0,0,0,0,1,10,7,2,0,0,0,0,1,15,43,20,5,3,1,0,0,0,0,1,19,10,29,3,22,5,0,327,243,85,107,118,101,4,22,11,10,0,14390,15488,6422,3572,11774,3227,1,43,75,118,56,183,162,270,166,264,95,149,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,0,416333,24490,124,10,50,False,27,0,,L1,1,6,0,1,0,0,1,9,1,6,0,1,0,0,1,5,26,61,4,1,2,0,1,0,0,0,14,24,20,3,11,2,0,356,485,129,140,88,120,13,11,7,7,1,16735,9792,6331,3833,6790,2734,0,26,52,78,20,191,100,265,96,241,75,165,0,
15,Wild,IOA,Iowa,Northwest Division,Western Conference,0,0,0,0,661667,38922,151,10,50,False,24,0,,L1,2,7,0,0,0,0,0,9,2,7,0,0,0,0,0,4,21,52,5,2,3,0,0,0,0,0,16,30,15,2,9,3,0,300,478,121,103,102,95,0,10,6,5,0,17313,9157,5930,3608,6414,2528,0,21,41,62,23,149,145,309,119,232,54,157,0,
16,Icecaps,STJ,St. John's,Northeast Division,Eastern Conference,0,0,0,0,2271500,133618,73,10,50,False,28,0,,L5,1,9,0,0,0,0,0,10,1,9,0,0,0,0,0,2,23,55,5,0,5,0,0,0,0,0,12,27,13,3,11,4,0,279,450,114,95,94,90,0,5,9,9,0,20803,8637,6560,4245,5847,2583,0,23,46,69,26,165,96,281,75,218,55,164,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,0,400250,23544,226,10,50,False,29,0,,W1,1,9,0,0,0,0,0,10,1,9,0,0,0,0,0,2,27,60,5,1,4,0,0,0,0,0,15,31,10,1,12,1,0,337,500,124,109,117,111,0,10,14,3,0,17869,11190,6941,3910,7748,3072,0,27,54,81,31,188,122,290,126,264,84,180,1,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,0,485000,28529,79,10,50,False,17,0,,L2,3,4,0,0,0,1,1,9,3,4,0,0,0,1,1,9,36,47,4,3,1,0,0,0,0,0,24,20,22,1,17,3,0,330,397,122,102,114,103,17,12,8,15,2,14879,11560,6561,3752,8175,3090,0,36,63,99,37,187,119,241,111,237,91,167,0,
