Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,749712,2081042,8635,117,82,50,False,8,0,,W5,7,1,0,1,0,1,0,33,25,5,0,1,0,2,0,56,174,79,15,13,1,0,1,0,0,0,91,33,41,14,73,11,2,1433,737,218,460,486,474,19,74,57,40,4,35093,60709,23694,11273,46283,13351,2,174,303,477,146,561,442,729,760,1135,360,558,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,193348,289500,1201,42,82,50,False,23,0,,L4,0,8,0,2,0,0,0,31,8,20,0,2,0,0,1,21,112,185,16,4,12,0,0,0,0,0,46,98,36,7,26,7,1,1089,1383,417,322,366,389,15,46,38,26,3,44300,46161,21846,11145,34530,10957,1,112,185,297,55,526,380,779,403,851,291,598,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,558638,1448083,6009,119,82,50,False,7,0,,W1,7,2,0,0,0,0,1,31,18,11,0,0,0,1,1,39,161,115,16,8,7,0,0,0,0,1,74,61,39,5,43,8,0,1530,1202,328,492,532,503,8,78,47,35,2,40495,50889,20816,10830,39063,10871,2,161,297,458,125,627,485,899,662,1000,313,561,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,774200,2021167,8387,10,82,50,False,3,0,,L1,9,1,0,0,0,0,0,32,28,3,0,1,0,0,0,58,218,52,16,14,2,0,0,0,0,0,112,30,56,16,65,6,1,1790,650,191,626,574,589,1,104,60,53,1,26325,67505,21400,9464,53600,12982,9,218,389,607,162,660,457,689,809,1154,386,557,0,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,0,0,0,201804,441667,1833,118,82,50,False,15,0,,W1,3,4,0,1,0,1,1,31,16,10,0,1,0,3,1,41,149,92,16,7,6,0,0,0,2,1,71,43,51,7,41,10,2,1620,1050,329,532,514,552,32,65,46,34,5,42177,49592,21170,11208,37988,10851,0,149,240,389,105,602,574,1029,717,1155,314,519,1,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,220114,486500,2019,107,82,50,False,26,0,,OTL1,1,8,0,0,1,0,0,34,9,23,0,0,2,0,0,20,122,226,15,5,9,0,0,1,0,0,57,98,30,3,38,14,0,1307,1864,559,437,436,428,6,58,39,25,0,62261,37468,22869,13623,26953,9980,0,122,215,337,99,774,329,1100,311,853,223,656,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,110438,211250,877,89,82,50,False,25,0,,L1,1,8,0,0,1,0,0,33,5,27,0,0,1,0,0,11,113,240,15,3,12,0,0,0,0,0,59,110,37,6,27,10,0,1352,1954,555,463,463,415,11,57,35,21,0,63309,33410,22329,13494,23757,9189,0,113,204,317,78,657,413,1077,399,914,252,647,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,233036,610417,2533,14,82,50,False,27,0,,L6,1,9,0,0,0,0,0,29,1,25,0,0,1,0,2,5,71,216,16,0,15,0,0,0,0,1,36,122,21,1,15,3,0,924,2054,540,301,305,307,18,35,24,12,0,61456,24449,19222,11988,16447,7601,0,71,134,205,28,601,325,1066,299,763,175,567,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,0,419,1517,876389,2477528,10280,9,82,50,False,5,0,,OTL1,8,0,0,0,2,0,0,29,24,2,0,1,2,0,0,52,158,50,16,14,0,0,1,1,0,0,82,23,41,9,94,14,3,1361,595,183,438,449,471,3,71,50,36,1,24969,60237,19641,8585,46986,11827,8,158,293,451,214,655,423,652,733,1028,309,464,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,255867,773669,3210,97,82,50,False,17,0,,L1,5,5,0,0,0,0,0,32,15,15,0,0,0,1,1,33,120,119,16,8,7,0,0,0,0,1,63,63,37,7,58,15,0,1075,1074,273,361,329,377,14,60,35,24,2,42273,50469,23058,11828,37734,11772,1,120,200,320,123,636,439,925,476,878,259,539,0,
