Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1,Jonas Gustavsson,http://tsn.ca/nhl/teams/players/bio/?id=7800,13,SWE,1984-07-01,192,75,3,False,False,False,False,True,True,True,False,0,1850000,1850000,1850000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,71,64,70,77,76,78,74,73,73,75,73,72,70,23,50,72,7,18333,0,3,0,0,14,144,0,0,0,0,0,3,34,1,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Ondrej Pavelec,http://tsn.ca/nhl/teams/players/bio/?id=5337,23,CZE,1987-07-01,220,75,1,False,False,False,False,False,True,True,False,0,4500000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,84,93,91,77,77,79,80,79,80,87,71,66,73,47,50,78,34,120765,11,18,4,3,101,1029,0,8,1,13,6,33,6,1,5,2,1,0,0,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,Nikolai Khabibulin,http://tsn.ca/nhl/teams/players/bio/?id=1061,15,RUS,1973-07-01,208,73,1,False,False,False,False,False,True,True,False,0,1800000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,63,57,71,69,69,72,69,70,70,63,60,94,86,5,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4,Ray Emery,http://tsn.ca/nhl/teams/players/bio/?id=2514,2,CAN,1982-07-01,196,74,2,False,False,False,False,False,True,True,False,0,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,2,2,2,2,72,68,74,73,78,78,77,76,77,70,58,76,79,7,50,73,27,86510,7,13,4,1,84,677,0,0,0,15,7,23,17,2,2,0,1,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,Miikka Kiprusoff,http://tsn.ca/nhl/teams/players/bio/?id=292,0,FIN,1976-07-01,185,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,78,82,87,69,81,83,79,80,81,79,70,86,87,5,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,Alexander Salak,http://tsn.ca/nhl/teams/players/bio/?id=4453,0,CZE,1987-07-01,189,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,45,49,59,77,60,56,50,50,49,49,49,62,67,63,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,Jonathan Bernier,http://tsn.ca/nhl/teams/players/bio/?id=5874,25,CAN,1988-07-01,185,72,1,False,False,False,False,False,True,True,False,0,3000000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,90,80,87,65,86,84,86,89,90,82,65,64,69,55,50,80,33,117134,19,11,2,1,74,780,0,0,1,10,4,32,8,1,4,3,0,0,0,4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Curtis McElhinney,http://tsn.ca/nhl/teams/players/bio/?id=2967,1,CAN,1983-07-01,205,75,1,False,False,False,False,False,True,True,False,0,1100000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,76,63,72,77,74,76,74,75,74,82,69,74,72,15,50,73,7,19187,2,2,1,0,18,162,0,2,0,0,0,5,37,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Kari Lehtonen,http://tsn.ca/nhl/teams/players/bio/?id=2893,1,FIN,1983-07-01,210,76,2,False,False,False,False,False,True,True,False,0,5500000,5500000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,98,96,92,81,87,88,90,89,89,98,79,74,78,15,50,86,38,134048,22,9,6,2,84,901,0,2,1,17,4,37,5,0,4,2,3,300,300,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,Martin Biron,http://tsn.ca/nhl/teams/players/bio/?id=125,0,CAN,1977-07-01,186,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,62,53,66,73,71,67,66,67,67,69,57,86,82,5,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
