Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1,Jonas Gustavsson,http://tsn.ca/nhl/teams/players/bio/?id=7800,13,SWE,1984-07-01,192,75,3,False,False,False,False,True,True,True,False,0,1850000,1850000,1850000,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,2,2,2,2,2,2,71,64,70,77,76,78,74,73,73,75,73,72,70,23,50,72,20,61624,8,4,1,0,39,441,0,0,0,10,4,13,69,1,0,0,1,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Ondrej Pavelec,http://tsn.ca/nhl/teams/players/bio/?id=5337,23,CZE,1987-07-01,220,75,1,False,False,False,False,False,True,True,False,0,4500000,0,0,0,0,0,0,0,0,0,,0,97,0,3,3,3,3,3,3,3,3,3,3,84,93,91,77,77,79,80,79,80,87,71,66,73,47,50,78,68,227499,17,38,5,3,209,1962,0,14,2,22,8,60,22,2,6,2,2,55,55,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,Nikolai Khabibulin,http://tsn.ca/nhl/teams/players/bio/?id=1061,15,RUS,1973-07-01,208,73,1,False,False,False,False,False,True,True,False,0,1800000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,63,57,71,69,69,72,69,70,70,63,60,94,86,5,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4,Ray Emery,http://tsn.ca/nhl/teams/players/bio/?id=2514,2,CAN,1982-07-01,196,74,2,False,False,False,False,False,True,True,False,0,4000000,4000000,0,0,0,0,0,0,0,0,,0,98,0,3,3,3,3,3,3,3,3,2,2,72,68,74,73,78,78,77,76,77,70,58,76,79,7,50,73,57,192023,20,22,11,3,162,1428,0,4,0,41,19,52,30,3,5,1,2,78,78,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,Miikka Kiprusoff,http://tsn.ca/nhl/teams/players/bio/?id=292,0,FIN,1976-07-01,185,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,78,82,87,69,81,83,79,80,81,79,70,86,87,5,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,Alexander Salak,http://tsn.ca/nhl/teams/players/bio/?id=4453,0,CZE,1987-07-01,189,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,45,49,59,77,60,56,50,50,49,49,49,62,67,63,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,Jonathan Bernier,http://tsn.ca/nhl/teams/players/bio/?id=5874,25,CAN,1988-07-01,185,72,1,False,False,False,False,False,True,True,False,0,3000000,0,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,2,90,80,87,65,86,84,86,89,90,82,65,64,69,55,50,80,72,257353,47,17,6,2,159,1770,0,2,2,48,16,70,12,1,8,6,2,753,1228,9344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Curtis McElhinney,http://tsn.ca/nhl/teams/players/bio/?id=2967,1,CAN,1983-07-01,205,75,1,False,False,False,False,False,True,True,False,0,1100000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,76,63,72,77,74,76,74,75,74,82,69,74,72,15,50,73,15,44568,5,6,1,1,34,331,0,2,0,0,0,11,71,0,1,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Kari Lehtonen,http://tsn.ca/nhl/teams/players/bio/?id=2893,1,FIN,1983-07-01,210,76,2,False,False,False,False,False,True,True,False,0,5500000,5500000,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,98,96,92,81,87,88,90,89,89,98,79,74,78,15,50,86,72,254267,46,16,8,6,157,1683,0,4,2,32,6,71,11,2,6,5,5,257,257,10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,Martin Biron,http://tsn.ca/nhl/teams/players/bio/?id=125,0,CAN,1977-07-01,186,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,62,53,66,73,71,67,66,67,67,69,57,86,82,5,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
