Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1580,Tom Sestito,http://tsn.ca/nhl/teams/players/bio/?id=5628,24,USA,1987-07-01,228,77,False,True,True,False,3,False,False,False,False,False,True,True,False,0,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,0,0,74,93,56,67,88,47,71,60,33,54,60,51,56,66,60,47,50,59,8,6,0,0,0,2,12,0,2,0,0,17,1,0,0,2,10,0,0,0,7267,0,0,0,1,77,0,0,0,707,0,0,214,0,0,0,0,0,0,0,0,215,26,87,13,13,26,25,41,5,7,0,0,82,26,2,0,32,54,1,1,0,30816,1,2,0,9,1716,0,0,2,3860,0,0,3678,0,0,0,2,1,4,0,0,1,1,490,490,5630,False
2,Kyle Quincey,http://tsn.ca/nhl/teams/players/bio/?id=3471,23,CAN,1985-07-01,207,74,False,False,False,True,2,False,False,False,False,False,True,True,False,0,4350000,4350000,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,68,44,66,67,76,73,86,49,30,52,53,78,51,70,64,31,50,66,82,71,9,30,39,-29,101,15,120,0,0,167,88,1,0,0,0,0,0,0,114954,0,3,7,30,14618,0,0,1,16359,0,0,11006,1,0,2,2,1,2,310,310,4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,False
3,Radim Vrbata,http://tsn.ca/nhl/teams/players/bio/?id=2231,17,CZE,1981-07-01,194,73,False,False,True,False,2,False,False,False,False,False,True,True,False,0,5700000,5700000,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,2,2,2,54,36,82,78,71,77,85,79,41,73,75,61,88,78,73,5,50,70,82,186,14,38,52,10,16,0,1,0,0,79,75,2,0,45,102,4,9,1,98179,0,3,13,48,17486,0,0,0,89,0,0,9525,0,0,0,3,3,1,25,25,8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,False
4,Luke Schenn,http://tsn.ca/nhl/teams/players/bio/?id=6496,8,CAN,1989-07-01,229,74,False,False,False,True,3,False,False,False,False,False,True,True,False,0,4250000,4250000,4250000,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,2,2,2,2,91,70,83,66,81,60,87,49,30,52,54,76,52,62,64,63,50,67,81,64,2,13,15,-3,172,20,90,0,0,222,72,1,0,0,0,0,0,1,92524,0,0,4,23,12717,0,0,0,13263,0,0,7110,2,0,1,0,1,0,35,90,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,False
5,Bryan Bickell,http://tsn.ca/nhl/teams/players/bio/?id=4509,29,CAN,1986-07-01,233,76,False,True,False,False,4,False,False,False,False,False,True,True,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,2,2,2,2,80,55,79,69,87,46,67,69,31,59,69,54,61,68,66,39,50,63,78,110,8,10,18,-22,40,0,7,0,0,118,54,2,1,27,98,0,0,0,71311,0,0,0,9,3791,0,1,6,8488,0,0,4669,0,0,0,0,0,3,100,100,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,False
6,Joel Ward,http://tsn.ca/nhl/teams/players/bio/?id=2737,27,CAN,1980-07-01,226,73,False,True,True,False,1,False,False,False,False,False,True,True,False,0,2400000,0,0,0,0,0,0,0,0,0,,4,100,0,3,3,3,3,3,3,3,3,2,2,56,36,77,74,78,64,85,76,69,69,76,76,66,80,72,5,50,70,82,259,24,23,47,13,18,0,22,0,0,88,101,2,2,43,88,0,0,1,81513,0,4,4,29,7990,0,0,3,3515,0,0,10409,0,0,0,3,3,3,475,475,9450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,False
7,Chuck Kobasew,http://tsn.ca/nhl/teams/players/bio/?id=2470,0,CAN,1982-07-01,192,72,False,True,True,False,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,59,43,72,70,68,46,48,61,38,52,58,69,57,76,69,7,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Jordan Staal,http://tsn.ca/nhl/teams/players/bio/?id=5023,2,CAN,1988-07-01,220,76,True,False,False,False,3,False,False,False,False,False,True,True,False,0,5750000,5750000,5750000,0,0,0,0,0,0,0,,9,95,0,2,2,2,2,2,2,2,2,2,2,78,45,82,70,84,86,94,73,82,70,66,70,62,64,72,55,50,70,80,208,22,37,59,1,60,10,31,0,0,162,212,2,3,1325,2400,1,4,0,111518,0,3,7,53,15555,1,0,9,17016,0,0,11884,0,0,2,2,2,3,0,0,10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Jay McClement,http://tsn.ca/nhl/teams/players/bio/?id=2518,26,CAN,1983-07-01,205,73,True,True,False,False,2,False,False,False,False,True,True,True,False,0,1440000,1440000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,2,63,41,77,68,74,59,88,61,82,58,59,74,56,74,72,15,50,64,82,64,7,9,16,4,15,5,11,0,0,43,95,0,0,437,787,0,0,1,49955,0,0,0,1,1373,0,1,5,16266,0,0,3416,0,1,0,0,2,0,250,275,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,False
10,Jeff Schultz,http://tsn.ca/nhl/teams/players/bio/?id=4786,20,CAN,1986-07-01,227,78,False,False,False,True,1,False,False,False,False,False,True,True,False,0,850000,0,0,0,0,0,0,0,0,0,,27,100,0,3,3,3,3,3,3,3,3,3,2,52,36,76,60,90,47,49,47,30,46,44,62,48,68,65,39,50,57,12,1,0,0,0,-1,0,0,5,0,0,4,11,0,0,0,0,0,0,0,7620,0,0,0,0,258,0,0,0,997,0,0,420,0,0,0,0,0,0,10,30,100,23,37,2,8,10,-8,8,0,24,0,0,31,13,0,0,1,2,0,0,0,27079,0,0,2,9,1309,0,0,0,1038,0,0,3686,0,0,0,0,0,0,0,0,8,8,0,0,1610,False
