Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,1592361,2216625,9198,117,82,50,False,5,0,Z,W5,9,1,0,0,0,0,0,66,54,8,0,1,0,2,1,115,379,143,31,28,2,0,1,0,0,0,183,63,88,20,145,23,4,3222,1393,381,1054,1085,1060,32,173,116,87,4,61556,131722,45318,20389,102890,26661,11,379,674,1053,322,1242,877,1367,1664,2425,750,1118,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,425604,384000,1593,42,82,50,False,8,0,,L1,8,2,0,0,0,0,0,64,24,35,0,3,0,0,2,56,227,285,32,12,19,0,0,0,0,1,106,151,74,15,48,12,1,2361,2660,760,695,825,827,20,92,80,52,4,91658,95230,44612,23237,71725,22248,4,227,374,601,97,1069,875,1915,892,1802,548,1102,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,1066558,1188083,4930,119,82,50,False,2,0,X,W1,7,2,0,0,0,1,0,63,42,18,0,0,0,2,1,89,360,172,32,19,12,0,0,0,0,1,162,90,69,10,116,20,0,3279,1950,543,1054,1106,1112,15,173,107,78,4,71277,114466,41957,20544,89661,22795,6,360,634,994,282,1356,938,1685,1440,2248,692,1114,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,1485047,1788167,7420,10,82,50,False,3,0,X,W1,7,2,0,0,0,1,0,64,52,9,0,2,0,1,0,110,424,108,32,27,4,0,1,0,0,0,221,49,97,21,132,16,3,3484,1362,371,1175,1136,1168,8,203,110,108,4,56809,130828,43102,19572,103357,25637,17,424,757,1181,306,1336,919,1431,1644,2321,742,1094,0,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,2048,0,2590,385814,378500,1571,118,82,50,False,18,0,,W1,5,5,0,0,0,0,0,64,35,22,0,1,1,4,1,82,320,205,32,17,11,0,0,0,3,1,167,106,91,19,88,19,2,3288,2324,696,1061,1098,1102,41,142,96,77,6,90005,98879,43309,23271,75789,21705,1,320,531,851,206,1264,1127,2157,1342,2235,647,1095,1,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,414497,438750,1821,107,82,50,False,22,0,,L1,4,6,0,0,0,0,0,67,17,46,0,0,3,1,0,39,232,460,31,11,19,0,0,1,0,0,117,202,61,7,68,24,0,2650,3887,1117,861,902,858,32,98,81,52,2,123081,73483,45339,26711,52517,19750,0,232,411,643,162,1489,682,2206,676,1794,446,1303,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,245625,328750,1364,89,82,50,False,30,0,E,L13,0,10,0,0,0,0,0,64,8,55,0,0,1,0,0,17,188,480,32,5,27,0,0,0,0,0,101,237,59,12,48,15,0,2324,4090,1139,769,796,748,11,85,58,45,0,131988,56330,42330,26433,38984,16700,0,188,351,539,133,1262,692,2200,637,1610,436,1254,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,465328,510417,2118,14,82,50,False,27,0,E,L1,0,9,0,0,0,0,1,61,5,50,0,1,1,0,4,17,166,457,32,3,25,0,1,0,0,3,96,229,43,3,28,8,0,2217,4416,1146,729,681,781,133,73,56,36,1,126699,54008,40425,24942,36637,16419,0,166,320,486,62,1335,766,2280,674,1632,406,1179,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,0,419,1517,1759737,1567528,6504,9,82,50,False,14,0,,L1,5,4,0,0,0,1,0,64,49,9,0,1,2,2,1,107,320,118,32,26,2,0,1,1,2,0,157,48,111,28,173,26,5,2791,1385,404,908,923,953,15,135,107,75,4,62717,123816,45214,21050,95098,26174,15,320,578,898,390,1394,965,1559,1554,2238,673,1027,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,776185,1442266,5985,97,82,50,False,9,0,,W3,6,4,0,0,0,0,0,65,34,25,0,1,0,3,2,78,260,197,32,18,10,0,1,0,1,2,146,99,82,16,93,21,0,2467,1999,509,852,798,804,30,121,76,59,6,79605,110074,45975,23092,83666,24275,3,260,441,701,215,1242,1005,1854,1217,2010,609,1064,0,
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,696960,516500,2143,129,82,50,False,11,0,,W1,6,3,0,0,0,1,0,64,29,26,0,1,2,3,3,71,220,194,32,15,12,0,1,2,1,1,107,93,76,21,63,7,0,2183,2320,659,647,774,757,27,80,85,51,6,89573,98125,44715,23933,73514,22685,3,220,347,567,197,1179,869,2174,869,1816,468,993,1,
12,City Barons,OCB,Oklahoma,Northwest Division,Western Conference,0,0,0,742005,1009028,4187,37,82,50,False,17,0,,W1,5,5,0,0,0,0,0,60,37,13,0,2,1,4,3,90,280,150,32,20,7,0,1,0,2,2,160,84,88,19,73,12,3,2664,1681,515,926,873,845,42,121,85,68,9,63047,113003,42411,19787,87046,24098,8,280,477,757,151,1035,980,1592,1490,2153,639,976,0,
13,Rampage,SAR,San Antonio,Southeast Division,Eastern Conference,0,0,0,265157,283250,1175,17,82,50,False,29,0,E,L8,0,9,0,1,0,0,0,63,6,54,0,1,1,0,1,16,177,479,32,4,26,0,1,1,0,0,86,226,50,3,35,10,1,2363,4532,1256,787,837,729,97,81,61,34,1,130436,55028,42140,25782,36890,16809,0,177,349,526,88,1329,819,2249,624,1621,446,1231,1,
14,Monarchs,MAN,Manchester,Pacific Division,Western Conference,0,0,0,557719,389417,1616,16,82,50,False,26,0,E,L4,1,8,0,0,1,0,0,64,4,56,0,0,1,1,2,13,165,484,32,3,27,0,0,0,0,2,72,241,53,5,26,7,0,2287,4579,1244,709,730,835,70,79,46,39,1,136083,53208,42102,26577,35642,16212,0,165,326,491,52,1226,671,2315,579,1690,371,1198,0,
15,Aeros,HOU,Houston,Northwest Division,Western Conference,0,0,0,822022,1193833,4954,94,82,50,False,21,0,,W1,2,5,0,1,0,1,1,62,14,41,0,2,1,2,2,39,155,294,32,10,18,0,2,0,0,2,89,140,54,7,31,5,1,2153,3944,1071,684,704,745,78,66,43,42,4,133145,51747,39919,26222,35147,15732,0,155,303,458,100,1239,976,3262,530,1518,294,1005,0,
16,Bulldogs,HAM,Hamilton,Northeast Division,Eastern Conference,0,0,0,540543,374583,1554,73,82,50,False,23,0,,W1,3,6,0,0,1,0,0,64,15,46,0,0,1,2,0,35,236,462,32,10,21,0,0,0,1,0,131,229,69,8,37,6,0,2757,4295,1155,863,915,966,46,100,78,56,2,120932,66211,44065,25851,46021,18880,0,236,440,676,92,1376,807,2267,755,1822,513,1281,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,816758,1067250,4428,8,82,50,False,19,0,,L1,4,5,0,0,0,0,1,67,30,30,0,3,0,3,1,73,312,260,31,18,10,0,1,0,1,1,159,107,106,27,102,31,0,2969,2236,658,1016,966,959,45,150,86,70,6,86865,108981,46919,23689,82781,24549,1,312,535,847,234,1321,987,1891,1380,2269,670,1142,2,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,950969,1229000,5100,52,82,50,False,10,0,X,W1,6,3,0,0,0,0,1,59,38,12,0,1,2,3,3,89,239,100,32,22,5,0,1,1,1,2,131,54,96,19,79,13,2,2311,1498,413,675,816,791,54,85,85,65,12,63998,107336,43003,20500,80742,24179,13,239,426,665,181,1171,925,1637,1189,1916,523,902,0,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,592739,720000,2988,126,82,50,False,25,0,,L3,1,7,0,1,0,1,0,64,6,51,0,2,0,2,3,23,179,477,32,4,24,0,1,0,1,2,98,224,45,4,26,6,0,2399,4430,1248,738,825,797,165,87,57,31,4,131638,57396,43277,26763,39039,17405,0,179,344,523,58,1363,780,2287,643,1657,415,1241,1,
20,Whale,CON,Connecticut,Orr Division,Eastern Conference,0,0,0,382806,205917,854,115,82,50,False,24,0,,W1,4,6,0,0,0,0,0,65,21,42,0,0,1,0,1,44,240,409,32,11,19,0,0,1,0,1,121,194,79,17,69,20,0,2806,3461,1021,917,964,916,11,112,78,50,0,108596,81895,44075,24819,59969,20254,0,240,412,652,198,1340,805,1920,991,1921,577,1211,1,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,1154825,1185417,4919,18,82,50,False,4,0,X,W4,7,2,0,0,0,1,0,62,42,17,0,0,1,2,0,89,323,146,32,23,9,0,0,0,0,0,164,71,78,16,74,11,1,2982,1539,419,1049,968,957,15,169,87,65,3,59458,122297,42136,18875,96288,24181,5,323,580,903,168,1142,884,1467,1492,2122,672,1024,0,
22,Phantoms,ADP,Adirondack,Orr Division,Eastern Conference,159,0,2522,544193,681417,2827,60,82,50,False,13,0,,L1,5,4,0,0,1,0,0,62,37,17,0,0,2,1,5,83,295,187,32,20,7,0,0,2,0,3,157,94,85,16,62,15,0,2978,2763,729,989,1002,968,45,138,95,61,6,95793,87346,42176,23848,65791,20441,2,295,515,810,128,1351,995,2581,854,1898,428,1051,1,
23,Pirates,POR,Portland,Pacific Division,Western Conference,0,0,0,1315759,2014250,8358,95,82,50,False,16,0,,W1,5,5,0,0,0,0,0,60,31,27,0,0,1,0,1,64,293,256,32,19,13,0,0,0,0,0,167,137,80,18,95,21,2,2663,1810,504,849,873,937,6,139,90,64,0,68573,106454,41459,19778,82036,22663,3,293,498,791,224,1137,668,1206,1237,1989,639,1102,0,
24,Penguins,WBS,Wilkes-Barre Scranton,Orr Division,Eastern Conference,0,0,0,1491805,1516194,6291,100,82,50,False,12,0,X,L1,5,3,0,1,0,1,0,65,46,13,0,1,2,3,0,102,361,125,32,25,6,0,0,0,1,0,171,63,97,17,178,18,4,3107,1644,408,1040,1032,1013,29,171,98,88,5,66834,123313,44986,21092,95126,25581,14,361,616,977,423,1560,979,1703,1501,2321,710,1104,0,
25,Rivermen,PEO,Peoria,Central Division,Western Conference,0,0,0,679279,847600,3517,5,82,50,False,6,0,,W3,6,3,0,0,0,1,0,65,39,17,0,2,3,1,3,90,273,174,32,21,8,0,2,1,0,0,135,67,97,19,90,17,0,2370,2348,672,778,803,774,28,120,99,51,3,87565,101215,47062,24202,74745,24626,5,273,475,748,226,1529,879,2229,843,1916,471,1037,1,
26,Sharks,WOR,Worcester,Pacific Division,Western Conference,0,0,0,1359780,2012333,8350,6,82,50,False,7,0,,W2,7,1,0,0,0,0,2,60,49,5,0,0,0,2,4,106,409,134,32,26,3,0,0,0,1,2,245,74,92,24,70,12,3,3329,1561,436,1095,1091,1131,31,196,120,91,2,62154,113497,42149,19644,88745,23808,8,409,698,1107,177,1017,958,1514,1548,2230,736,1101,0,
27,Admirals,NOR,Norfolk,Southeast Division,Eastern Conference,0,0,0,1581353,2172833,9016,75,82,50,False,1,0,Z,W17,10,0,0,0,0,0,0,66,57,8,0,0,0,1,0,116,458,113,31,28,2,0,0,0,1,0,232,47,99,23,113,16,5,3674,1345,411,1162,1257,1250,10,221,147,89,3,58087,136112,43701,18929,108315,26331,9,458,830,1288,248,1377,947,1431,1706,2396,829,1147,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,515092,816417,3388,127,82,50,False,15,0,,W1,5,4,0,0,0,0,1,64,19,39,0,1,1,2,2,47,230,354,32,10,18,0,1,0,2,1,133,160,69,17,58,12,2,2733,3788,1080,952,839,928,32,102,64,61,4,113094,75708,43191,25054,54837,19652,1,230,415,645,149,1374,898,2297,809,1857,483,1197,0,
29,Wolves,CHI,Chicago,Northwest Division,Western Conference,0,0,0,414923,772917,3207,103,82,50,False,20,0,,L1,3,5,0,0,0,1,1,66,28,30,0,1,0,3,4,68,269,264,31,14,11,0,1,0,3,2,141,119,74,7,54,11,0,3027,2601,813,1048,903,1039,59,122,81,62,5,96962,97396,45528,24864,73441,22348,0,269,450,719,146,1182,1105,2195,1275,2202,595,1131,2,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,268320,551722,2289,109,82,50,False,28,0,E,L18,0,10,0,0,0,0,0,66,9,56,0,1,0,0,0,20,204,507,32,7,24,0,1,0,0,0,108,233,48,7,36,11,0,2580,4577,1328,846,878,855,1,95,62,46,1,135053,58177,44457,27584,39808,17785,0,204,401,605,94,1379,807,2417,648,1659,438,1308,3,
