Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,0,1038166,0,117,0,50,True,7,0,,L2,4,4,0,1,0,0,0,9,5,4,0,0,0,0,0,10,36,40,4,3,1,0,0,0,0,0,17,16,30,2,22,6,0,307,302,94,95,106,95,11,16,13,6,1,13530,12888,6701,3797,9206,3303,0,36,57,93,73,199,121,268,137,287,74,165,1,
2,Moose,MAN,Manitoba,Southeast Division,Eastern Conference,0,0,0,0,546333,0,42,0,50,True,27,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,15,2,0,2,0,0,0,0,0,4,7,10,2,10,1,0,82,202,42,36,24,22,0,1,1,3,0,7961,3916,2523,1761,2660,1054,0,5,8,13,27,89,90,195,49,106,26,56,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,2784,0,0,734450,0,35,0,50,True,25,0,,OTL1,0,3,0,1,1,0,0,5,1,4,0,0,0,0,0,2,9,19,2,0,2,0,0,0,0,0,0,9,26,2,21,3,0,111,232,61,26,38,24,23,4,3,1,1,11966,6269,4505,3053,3902,1909,0,9,13,22,56,148,53,258,29,154,15,76,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,1936084,0,3,0,50,True,3,0,,L1,5,4,0,1,0,0,0,18,11,7,0,0,0,0,0,22,45,37,8,7,1,0,0,0,0,0,24,12,74,9,86,10,1,467,474,129,140,168,137,22,15,17,11,2,25257,27850,13797,8049,19555,6940,3,45,79,124,206,417,336,638,358,579,155,265,0,
5,Heat,STK,Stockton,Northwest Division,Western Conference,2520,740,0,0,453375,0,100,0,50,True,28,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,17,2,0,2,0,0,0,0,0,4,9,9,1,9,1,0,79,214,39,30,33,16,0,3,3,0,0,8470,3322,2608,1784,2198,1025,0,6,9,15,23,64,50,169,34,89,18,56,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,512550,0,104,0,50,True,11,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,810833,0,13,0,50,True,12,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Rampage,SAR,San Antonio,Northwest Division,Western Conference,0,0,0,0,551500,0,14,0,50,True,13,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Monsters,LEM,Lake Erie,Central Division,Western Conference,2641,0,2470,0,1223167,0,33,0,50,True,2,0,,OTL1,5,3,0,0,2,0,0,16,9,7,0,0,0,0,0,18,72,48,9,5,4,0,0,0,0,0,40,25,34,9,66,9,0,624,421,129,180,212,225,7,26,20,26,0,19183,28047,11602,6042,20944,6219,2,72,126,198,151,399,268,443,399,586,149,252,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,598067,0,93,0,50,True,14,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
