Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1,Jonas Gustavsson,http://www.tsn.ca/nhl/player-bio/jonas-gustavsson,13,SWE,1984-07-01,192,75,1,False,False,False,False,False,True,True,False,0,1850000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,75,80,50,72,74,73,65,76,71,75,91,60,61,1,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Ondrej Pavelec,http://www.tsn.ca/nhl/player-bio/ondrej-pavelec,11,CZE,1987-07-01,218,75,1,False,False,False,False,False,True,True,False,0,3800000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,79,90,71,79,76,76,65,78,73,80,72,68,69,1,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
376,Henri Kiviaho,,16,FIN,1994-07-01,195,75,3,True,False,False,False,False,True,True,False,0,800000,800000,800000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
379,Semyon Varlamov,http://www.tsn.ca/nhl/player-bio/semyon-varlamov,24,RUS,1988-07-01,209,74,1,False,False,False,False,False,True,True,False,0,4500000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,87,99,87,75,83,83,65,86,79,87,90,66,68,1,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,Jonathan Bernier,http://www.tsn.ca/nhl/player-bio/jonathan-bernier,25,QUE,1988-07-01,185,72,4,False,False,False,False,False,True,True,False,0,4200000,4200000,4200000,4200000,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,77,90,78,67,70,76,79,74,72,77,62,63,64,1,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22291,2,4,0,1,14,227,0,0,1,0,0,6,0,0,2,0,1,0,0,1603,False
8,Curtis McElhinney,http://www.tsn.ca/nhl/player-bio/curtis-mcelhinney,13,ONT,1983-07-01,205,75,2,False,False,False,False,False,True,True,False,0,1950000,1950000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,62,75,60,76,53,60,79,60,56,61,58,60,61,1,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Kari Lehtonen,http://www.tsn.ca/nhl/player-bio/kari-lehtonen,2,FIN,1983-07-01,210,76,3,False,False,False,False,True,True,True,False,0,2500000,2500000,2500000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,79,99,84,79,71,77,72,78,71,81,89,73,74,1,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
380,Cam Talbot,http://www.tsn.ca/nhl/player-bio/cam-talbot,10,ONT,1987-07-01,195,75,1,False,False,False,False,False,True,True,False,0,1620000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,85,99,76,73,80,83,75,81,79,86,56,57,58,1,50,76,12,40479,7,5,0,2,26,286,0,2,0,0,0,12,0,0,3,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12,Ryan Miller,http://www.tsn.ca/nhl/player-bio/ryan-miller,29,USA,1980-07-01,168,74,2,False,False,False,False,True,True,True,False,0,5000000,5000000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,88,99,78,63,85,85,66,87,81,88,89,76,79,1,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
382,Linus Ullmark,http://www.tsn.ca/nhl/player-bio/linus-ullmark,4,SWE,1993-07-01,220,75,3,True,False,False,False,False,True,True,False,0,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,81,80,45,81,82,79,65,75,79,80,24,45,45,1,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1815,0,0,0,0,2,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,False
