Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1,Jonas Gustavsson,http://tsn.ca/nhl/teams/players/bio/?id=7800,23,SWE,1984-07-01,192,75,1,False,False,False,False,False,True,True,False,0,1800000,0,0,0,0,0,0,0,0,0,,31,100,0,2,2,2,2,2,2,2,2,2,2,75,63,73,77,75,76,70,76,75,85,74,70,70,31,50,73,15,39642,4,6,0,1,28,322,0,0,0,0,0,10,59,0,3,1,0,0,0,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Ondrej Pavelec,http://tsn.ca/nhl/teams/players/bio/?id=5337,9,CZE,1987-07-01,220,75,2,False,False,False,False,False,True,True,False,0,4500000,4500000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,2,81,95,96,77,80,84,83,82,83,75,75,64,73,55,50,79,49,168262,16,20,10,3,118,1257,0,6,2,29,11,45,37,0,8,3,2,0,0,6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,Nikolai Khabibulin,http://tsn.ca/nhl/teams/players/bio/?id=1061,15,RUS,1973-07-01,208,73,2,False,False,False,False,True,True,True,False,0,1800000,1800000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,2,2,2,2,2,77,67,78,69,79,81,81,82,83,69,71,92,86,5,50,76,14,50237,5,9,0,1,35,397,0,2,0,0,0,14,68,2,1,2,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4,Ray Emery,http://tsn.ca/nhl/teams/players/bio/?id=2514,2,CAN,1982-07-01,196,74,3,False,False,False,False,True,True,True,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,2,2,2,2,80,71,73,73,84,87,85,82,81,76,78,74,79,15,50,78,66,222393,30,26,6,7,151,1657,0,8,3,11,4,62,20,2,10,4,3,343,546,10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,Miikka Kiprusoff,http://tsn.ca/nhl/teams/players/bio/?id=292,0,FIN,1976-07-01,185,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,78,82,87,69,81,83,79,80,81,79,70,86,87,5,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,Alexander Salak,http://tsn.ca/nhl/teams/players/bio/?id=4453,0,CZE,1987-07-01,189,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,45,49,59,77,60,56,50,50,49,49,49,62,67,63,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,Jonathan Bernier,http://tsn.ca/nhl/teams/players/bio/?id=5874,25,CAN,1988-07-01,185,72,2,True,False,False,False,False,True,True,False,0,3000000,3000000,0,0,0,0,0,0,0,0,,0,98,0,3,3,3,3,3,2,2,2,2,2,85,78,82,65,84,87,82,83,83,90,61,62,69,63,50,78,14,50628,10,4,0,1,32,358,0,0,0,2,0,14,1,0,1,4,1,369,1244,2303,60,219392,39,14,7,21,57,875,0,0,2,46,8,60,0,0,17,8,6,0,0,10843,False
8,Curtis McElhinney,http://tsn.ca/nhl/teams/players/bio/?id=2967,1,CAN,1983-07-01,206,74,2,False,False,False,False,True,True,True,False,0,1100000,1100000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,61,57,69,73,68,68,66,67,68,65,55,72,71,23,50,66,17,49909,10,3,0,1,30,313,0,0,0,13,2,12,70,1,2,0,2,0,625,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,Kari Lehtonen,http://tsn.ca/nhl/teams/players/bio/?id=2893,1,FIN,1983-07-01,217,76,3,False,False,False,False,False,True,True,False,0,5500000,5500000,5500000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,96,96,93,81,84,84,88,88,88,96,79,72,78,23,50,84,70,248601,39,24,6,5,161,1688,0,4,2,37,8,70,12,1,9,7,2,575,731,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,Martin Biron,http://tsn.ca/nhl/teams/players/bio/?id=125,26,CAN,1977-07-01,186,74,2,False,False,False,False,True,True,True,False,0,2300000,2300000,0,0,0,0,0,0,0,0,,8,100,0,3,3,3,3,3,3,3,3,3,2,76,59,67,73,80,80,78,77,77,80,66,84,82,5,50,75,14,43274,7,3,0,0,31,268,0,2,0,2,0,10,71,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
