Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,1345677,891750,5067,117,82,50,False,2,0,Z,W1,8,2,0,0,0,0,0,82,59,8,0,1,1,8,5,142,203,58,41,29,2,0,0,1,7,2,100,26,205,34,133,2,4,1437,797,212,468,475,481,59,58,77,59,21,81630,162365,55220,25695,126597,32171,40,203,334,537,411,1261,798,1194,1263,1779,706,1010,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,351539,562500,3196,42,82,50,False,17,0,E,SOW1,4,3,0,0,0,2,1,82,25,42,0,3,1,5,6,73,126,181,41,12,20,0,2,1,3,3,54,85,136,12,149,29,0,1406,1820,492,421,488,482,65,43,38,37,10,147905,97749,53558,33164,71099,23902,10,126,220,346,389,1533,787,1944,586,1416,385,1044,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,1609786,1809333,10280,119,82,50,False,7,0,X,SOW1,6,2,0,0,0,1,1,82,43,21,0,0,1,12,5,116,156,82,41,25,12,0,0,0,4,0,92,38,195,21,272,14,1,1308,949,253,405,461,431,67,49,45,50,21,96723,149737,54022,28302,115813,29347,27,156,261,417,650,1557,868,1545,1055,1692,563,972,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,1518941,1443792,8203,10,82,50,False,3,0,X,SOW1,6,0,0,0,0,4,0,82,51,9,0,0,2,12,8,136,177,74,41,26,5,0,0,1,4,5,85,34,201,23,215,10,4,1291,766,226,407,431,429,96,66,50,49,24,84176,161177,56268,26249,123573,33381,32,177,289,466,541,1490,825,1312,1255,1830,660,973,0,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,25,330,653,377299,420667,2390,118,82,50,False,24,0,E,L2,1,6,0,0,2,1,0,82,21,46,0,0,5,5,5,62,178,221,41,12,22,0,0,3,3,1,91,110,172,15,220,30,2,1560,1573,439,498,508,544,48,74,47,52,12,126751,119405,52665,30424,90185,25572,2,178,302,480,509,1651,749,1543,869,1613,582,1112,1,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,1174041,1483750,8430,120,82,50,False,23,0,E,SOW1,2,7,0,0,0,1,0,82,16,51,0,1,3,7,4,55,112,207,41,7,25,0,0,2,5,2,55,102,155,21,141,23,1,1314,1669,415,444,434,419,47,40,33,31,12,126308,118944,53950,30134,89031,26534,5,112,183,295,359,1442,572,1514,671,1527,414,1068,1,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,643852,839767,4771,57,82,50,False,29,0,E,L4,0,8,0,0,2,0,0,82,12,60,0,2,4,1,3,37,112,259,41,4,30,0,2,1,1,3,65,131,117,7,132,17,0,1450,2139,633,503,440,492,65,38,37,34,3,167982,77663,51615,33864,54540,20456,2,112,216,328,338,1456,626,1796,543,1383,355,1076,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,1006047,1346667,7652,14,82,50,False,5,0,Y,L1,5,1,0,3,0,1,0,82,47,20,0,5,0,5,5,119,178,105,41,22,9,0,3,0,3,4,90,56,169,16,159,13,3,1490,1283,329,520,455,496,54,73,48,47,17,112022,134156,52825,29076,104094,27092,29,178,280,458,406,1407,816,1659,903,1615,522,972,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,419,223,724,2020796,2805250,15939,9,82,50,False,1,0,Y,W7,8,0,0,0,0,2,0,82,46,16,0,0,1,13,6,125,177,78,41,24,9,0,0,0,5,3,92,41,186,14,245,14,1,1383,907,259,464,439,462,79,68,42,54,23,90101,155641,55374,26888,120305,31477,38,177,273,450,619,1435,863,1395,1164,1742,641,999,1,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,556901,482750,2743,97,82,50,False,13,0,X,W1,6,3,0,0,0,0,1,82,50,22,0,2,0,6,2,118,182,96,41,28,10,0,0,0,1,2,95,46,180,22,178,17,1,1615,1269,339,510,552,546,35,74,53,47,10,116354,128974,52380,29005,99566,26257,25,182,290,472,460,1398,830,1699,897,1639,550,987,2,
