Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,0,1569874,0,117,0,50,True,3,0,,L1,5,3,0,1,1,0,0,11,7,4,0,0,0,0,0,14,29,20,6,2,4,0,0,0,0,0,11,14,52,7,57,3,0,269,207,64,78,84,103,4,10,9,9,1,14526,18501,7586,4236,13504,4073,3,29,49,78,141,241,159,283,193,307,91,149,0,
2,Moose,MAN,Manitoba,Southeast Division,Eastern Conference,0,0,0,0,880166,0,42,0,50,True,6,0,,L2,3,5,0,2,0,0,0,10,5,5,0,0,0,0,0,10,22,28,5,3,2,0,0,0,0,0,13,13,37,8,47,7,2,261,304,96,75,72,91,23,4,8,8,2,17300,15362,7120,4076,11296,3488,1,22,37,59,98,240,141,329,121,296,66,147,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,238,1733,1858,0,1143500,0,231,0,50,True,30,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,18,2,0,2,0,0,0,0,0,2,11,15,2,19,5,0,46,142,35,11,20,15,0,0,1,3,0,8123,3536,2741,1699,2291,1068,0,4,8,12,42,72,22,137,27,82,17,63,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,1550944,0,75,0,50,True,1,0,,OTL1,5,3,0,1,1,0,0,15,11,4,0,0,0,0,0,22,64,32,8,6,2,0,0,0,0,0,35,17,85,16,71,10,1,397,287,81,132,132,121,12,29,16,18,1,18169,26971,10951,5796,20161,6084,2,64,120,184,192,266,208,371,295,458,137,247,1,
5,Heat,STK,Stockton,Northwest Division,Western Conference,0,1168,0,0,994875,0,100,0,50,True,28,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,15,2,0,2,0,0,0,0,0,2,9,13,0,17,3,0,69,116,29,30,20,19,0,2,1,0,0,7811,4104,2485,1758,2865,1036,0,3,5,8,39,65,42,115,42,96,27,58,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,1088167,0,145,0,50,True,4,0,,L4,3,4,0,1,0,0,0,8,4,4,0,0,0,0,0,8,35,31,4,2,2,0,0,0,0,0,16,16,49,9,35,7,0,226,150,34,61,72,86,7,6,13,15,1,10983,12965,5378,3089,9632,2744,0,35,62,97,115,128,93,168,154,251,96,137,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,0,0,13,0,50,True,10,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Rampage,SAR,San Antonio,Northwest Division,Western Conference,0,0,0,0,562333,0,105,0,50,True,11,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Monsters,LEM,Lake Erie,Central Division,Western Conference,2641,1023,0,0,1657917,0,186,0,50,True,5,0,,L2,4,5,0,0,1,0,0,20,10,10,0,0,0,0,0,20,50,43,10,4,6,0,0,0,0,0,22,22,106,8,103,13,2,469,450,130,136,166,157,10,12,20,17,1,28477,31060,13476,8169,22881,6743,4,50,90,140,257,394,219,548,247,564,107,278,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,13,2193,1254,0,729166,0,119,0,50,True,8,0,,L2,3,4,0,0,0,0,0,7,3,4,0,0,0,0,0,6,17,22,3,2,1,0,0,0,0,0,10,10,36,5,32,3,0,152,209,62,53,51,48,0,4,8,5,0,11793,8993,4414,2803,6426,2079,0,17,28,45,92,112,124,218,100,182,63,106,0,
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,0,268500,0,237,0,50,True,12,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,Condors,BKR,Bakersfield,Northwest Division,Western Conference,0,0,0,0,1300667,0,70,0,50,True,7,0,,L4,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,8,25,29,4,2,2,0,0,0,0,0,14,16,33,5,30,5,0,225,214,57,84,70,71,0,11,7,7,0,9611,13972,5217,2799,10528,2878,0,25,45,70,67,116,120,201,136,226,78,120,0,
13,Pirates,POR,Portland,Southeast Division,Eastern Conference,0,0,0,0,739500,0,235,0,50,True,26,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,16,24,2,0,2,0,0,0,0,0,7,12,12,6,14,3,0,101,186,63,39,29,33,0,10,5,1,0,7812,4058,2530,1502,2827,1109,0,16,21,37,30,69,46,167,37,100,34,71,0,
