Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,0,1052083,0,117,0,50,True,14,0,,OTL1,1,3,0,0,1,0,0,5,1,4,0,0,0,0,0,2,5,8,3,0,3,0,0,0,0,0,3,6,16,0,10,0,0,56,57,17,17,19,17,3,1,3,1,0,7390,7562,3746,2125,5521,1828,0,5,9,14,25,75,52,103,63,103,41,58,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,0,562500,0,42,0,50,True,16,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,0,1809333,0,119,0,50,True,8,0,,OTL1,2,2,0,1,2,0,0,7,3,4,0,0,0,0,0,6,8,8,3,3,0,0,0,0,0,0,6,2,24,2,41,3,1,71,63,11,25,18,19,9,3,0,4,1,10971,13115,5830,3420,9333,2997,1,8,13,21,128,139,60,131,101,178,46,89,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,1897570,0,10,0,50,True,5,0,,OTL1,3,4,0,2,1,0,0,14,7,7,0,0,0,0,0,14,15,17,7,6,1,0,0,0,0,0,9,5,61,4,60,5,1,143,171,47,36,44,34,29,9,2,2,2,26946,23725,12856,7813,16520,6149,5,15,26,41,204,228,182,381,165,300,104,202,1,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,25,330,653,0,420667,0,118,0,50,True,17,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,1271250,0,120,0,50,True,18,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,839767,0,57,0,50,True,19,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,0,1346667,0,14,0,50,True,2,0,,OTL1,5,2,0,0,3,0,0,13,7,6,0,0,0,0,0,14,20,14,7,3,4,0,0,0,0,0,11,9,40,3,22,2,0,230,202,60,78,79,70,3,7,9,4,0,20404,19478,9213,5405,14578,4333,5,20,36,56,51,166,113,290,116,309,56,162,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,419,223,724,0,2805250,0,9,0,50,True,15,0,,L1,1,2,0,0,2,0,0,5,1,4,0,0,0,0,0,2,4,8,3,1,2,0,0,0,0,0,3,5,19,0,24,2,0,89,71,18,20,15,20,34,2,2,0,0,9947,13906,5812,3035,10216,3120,0,4,6,10,79,132,65,140,90,180,38,82,1,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,560250,0,97,0,50,True,7,0,,L1,3,3,0,0,1,0,0,7,3,4,0,0,0,0,0,6,9,8,3,1,2,0,0,0,0,0,3,4,10,0,22,4,0,97,100,26,36,34,26,1,5,4,0,0,12753,8700,5057,3080,6289,2186,3,9,14,23,64,100,42,156,51,132,29,86,0,
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,109,642,0,0,1069167,0,129,0,50,True,4,0,,L1,5,4,0,0,1,0,0,13,6,7,0,0,0,0,0,12,17,20,7,3,4,0,0,0,0,0,9,12,48,5,31,3,0,196,213,47,63,54,45,34,4,6,6,1,20251,24668,10646,5677,18247,5681,0,17,29,46,119,264,172,302,216,326,107,174,0,
12,City Barons,OCB,Oklahoma,Northwest Division,Western Conference,0,0,0,0,640000,0,37,0,50,False,1,0,,W1,3,3,0,4,0,0,0,22,16,6,0,0,0,0,0,32,37,22,10,7,3,0,0,0,0,0,15,9,78,6,75,1,0,384,349,109,90,101,108,85,10,7,13,7,45769,40863,20466,12541,29594,9673,8,37,61,98,249,449,298,654,297,578,157,307,0,
13,Rampage,SAR,San Antonio,Southeast Division,Eastern Conference,0,0,0,0,394000,0,3,0,50,True,20,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,Monarchs,MAN,Manchester,Pacific Division,Western Conference,0,0,0,0,677750,0,16,0,50,True,21,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,Aeros,HOU,Houston,Northwest Division,Western Conference,0,0,0,0,694750,0,94,0,50,True,22,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
