Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1580,Tom Sestito,http://tsn.ca/nhl/teams/players/bio/?id=5628,24,USA,1987-07-01,228,77,False,True,False,False,1,True,False,False,False,False,True,True,False,0,550000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,67,90,63,65,88,45,48,60,31,48,58,50,56,64,60,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Kyle Quincey,http://tsn.ca/nhl/teams/players/bio/?id=3471,23,CAN,1985-07-01,207,74,False,False,False,True,3,False,False,False,False,False,True,True,False,0,4350000,4350000,4350000,0,0,0,0,0,0,0,,45,100,0,2,2,2,2,2,2,2,2,2,2,62,39,70,61,76,67,70,49,30,47,48,83,51,68,64,39,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,Radim Vrbata,http://tsn.ca/nhl/teams/players/bio/?id=2231,17,CZE,1981-07-01,194,73,False,False,True,False,3,False,False,False,False,False,True,True,False,0,5700000,5700000,5700000,0,0,0,0,0,0,0,,5,100,0,3,3,3,3,3,3,3,3,3,2,53,35,79,78,71,77,73,82,44,72,80,65,88,76,72,7,50,70,20,50,5,5,10,-7,6,0,1,0,0,22,26,4,0,12,30,0,0,0,24139,0,1,0,10,3882,0,0,0,0,0,0,2971,0,0,0,0,0,1,0,25,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,False
4,Luke Schenn,http://tsn.ca/nhl/teams/players/bio/?id=6496,8,CAN,1989-07-01,229,74,False,False,False,True,4,False,False,False,False,False,True,True,False,0,4250000,4250000,4250000,4250000,0,0,0,0,0,0,,0,100,0,3,3,3,3,2,2,2,2,2,2,95,66,81,65,81,75,92,51,30,55,53,83,54,60,64,71,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,Bryan Bickell,http://tsn.ca/nhl/teams/players/bio/?id=4509,3,CAN,1986-07-01,233,76,False,True,False,False,1,False,False,False,False,False,True,True,False,0,3650000,0,0,0,0,0,0,0,0,0,,21,100,0,3,3,3,3,3,3,3,3,3,3,83,54,81,72,87,50,83,74,32,74,70,60,64,66,66,47,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,Joel Ward,http://tsn.ca/nhl/teams/players/bio/?id=2737,27,CAN,1980-07-01,226,73,False,True,True,False,2,False,False,False,False,True,True,True,False,0,2400000,2400000,0,0,0,0,0,0,0,0,,12,100,0,3,3,3,3,3,3,3,3,3,3,56,37,78,73,78,61,74,71,78,67,67,74,62,78,71,5,50,67,22,41,6,5,11,6,0,0,4,0,0,3,25,2,1,13,20,0,0,1,21492,0,0,0,0,534,0,0,3,3511,0,0,2227,0,0,0,1,0,0,660,1460,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,False
7,Chuck Kobasew,http://tsn.ca/nhl/teams/players/bio/?id=2470,14,CAN,1982-07-01,192,72,False,True,True,False,2,False,False,False,False,True,True,True,False,0,1500000,1500000,0,0,0,0,0,0,0,0,,25,100,0,3,3,3,3,3,3,2,2,2,2,57,45,69,71,68,47,63,65,44,56,61,72,60,74,69,15,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Jordan Staal,http://tsn.ca/nhl/teams/players/bio/?id=5023,28,CAN,1988-07-01,220,76,True,False,False,False,4,False,False,False,False,False,True,True,False,0,5750000,5750000,5750000,5750000,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,74,43,77,72,84,90,91,77,76,73,69,71,66,62,72,63,50,72,17,44,5,5,10,-1,2,0,3,0,0,34,40,1,0,256,498,0,0,0,21640,0,0,0,9,2625,1,0,3,4208,0,0,2463,0,0,0,3,0,0,50,335,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,False
9,Jay McClement,http://tsn.ca/nhl/teams/players/bio/?id=2518,19,CAN,1983-07-01,205,73,True,True,False,False,1,False,False,False,False,False,True,True,False,0,1600000,0,0,0,0,0,0,0,0,0,,24,100,0,3,3,3,3,3,3,3,3,2,2,60,43,83,72,74,62,89,68,79,61,65,77,62,72,70,23,50,67,6,8,0,2,2,0,0,0,1,0,0,2,14,0,0,60,111,0,0,0,5183,0,0,0,0,77,0,0,0,925,0,0,503,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,False
10,Jeff Schultz,http://tsn.ca/nhl/teams/players/bio/?id=4786,20,CAN,1986-07-01,230,78,False,False,False,True,1,False,False,False,False,False,True,True,False,0,2750000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,57,37,77,60,91,50,48,50,30,49,45,68,50,66,65,47,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
11,Gilbert Brule,http://tsn.ca/nhl/teams/players/bio/?id=4379,0,CAN,1987-07-01,187,71,False,False,True,False,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,65,41,70,75,65,50,56,65,52,59,58,54,70,62,68,63,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12,Nate Thompson,http://tsn.ca/nhl/teams/players/bio/?id=3546,13,USA,1984-07-01,212,72,True,False,False,False,2,False,False,False,False,False,True,True,False,0,1000000,1000000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,72,48,82,72,72,57,79,67,78,60,64,76,61,70,67,31,50,66,6,11,2,0,2,-2,0,0,0,0,0,3,6,0,0,62,122,0,0,0,5830,0,0,0,1,139,0,0,1,1514,0,0,493,0,0,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
