Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
1580,Tom Sestito,http://www.tsn.ca/nhl/player-bio/tom-sestito,24,USA,1987-07-01,228,77,False,False,True,False,1,False,False,False,False,False,True,True,False,0,750000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,67,85,25,60,85,50,51,45,69,53,41,54,39,59,60,1,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,Kyle Quincey,http://www.tsn.ca/nhl/player-bio/kyle-quincey,10,ONT,1985-07-01,216,74,False,False,False,True,3,False,False,False,False,True,True,True,False,0,2250000,2250000,2250000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,75,44,78,72,79,74,77,57,25,56,53,84,63,71,74,1,50,69,12,11,1,1,2,-1,6,0,6,0,0,11,8,0,1,0,0,0,0,0,12518,0,0,1,3,1876,0,0,0,1251,0,0,1261,0,0,0,0,1,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
3,Radim Vrbata,http://www.tsn.ca/nhl/player-bio/radim-vrbata,27,CZE,1981-07-01,194,73,False,False,True,False,1,False,False,False,False,True,True,True,False,0,2500000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,59,41,93,83,71,66,88,82,33,67,72,66,80,84,87,1,50,71,12,15,3,1,4,2,4,0,0,0,0,2,12,1,0,4,11,0,0,0,7685,0,0,0,1,292,0,0,0,86,0,0,781,0,0,0,0,0,1,120,790,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,False
4,Luke Schenn,http://www.tsn.ca/nhl/player-bio/luke-schenn,8,SKW,1989-07-01,229,74,False,False,False,True,1,False,False,False,False,False,True,True,False,0,4250000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,98,97,69,75,85,69,82,59,44,57,51,81,25,73,74,1,50,71,11,6,0,6,6,3,18,0,10,0,0,42,8,0,0,0,0,0,0,0,13921,0,0,2,5,2127,0,0,0,1970,0,0,1191,0,0,0,0,0,0,170,1180,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,False
5,Bryan Bickell,http://www.tsn.ca/nhl/player-bio/bryan-bickell,29,ONT,1986-07-01,223,76,False,True,False,False,2,False,False,False,False,False,True,True,False,0,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,88,47,97,73,83,50,92,59,45,58,55,54,25,68,72,1,50,62,11,0,0,1,1,1,2,0,0,0,0,14,3,0,0,15,44,0,1,0,8435,0,0,0,0,1062,0,0,0,1235,0,0,188,0,0,0,0,0,0,25,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,False
6,Joel Ward,http://www.tsn.ca/nhl/player-bio/joel-ward,27,ONT,1980-07-01,226,73,False,True,True,False,2,False,False,False,False,False,True,True,False,0,3750000,3750000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,73,44,89,76,81,67,98,77,69,73,78,79,50,74,77,1,50,73,12,14,1,1,2,1,4,0,2,0,0,19,13,0,0,4,10,0,0,0,8190,0,0,0,0,375,0,0,0,725,0,0,911,0,0,0,1,0,0,0,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,False
3042,Erik Gustafsson,http://www.tsn.ca/nhl/player-bio/erik-gustafsson,19,SWE,1992-07-01,176,72,False,False,False,True,1,False,False,False,False,False,True,True,False,0,667500,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,69,42,96,76,65,64,56,73,25,69,50,58,25,47,47,1,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,Jordan Staal,http://www.tsn.ca/nhl/player-bio/jordan-staal,2,ONT,1988-07-01,220,76,True,False,False,False,1,False,False,False,False,False,True,True,False,0,5750000,0,0,0,0,0,0,0,0,0,,2,99,0,3,3,3,3,3,3,3,3,3,3,73,44,87,76,83,71,81,79,88,77,75,86,25,77,81,1,50,74,11,22,3,6,9,4,2,0,3,0,0,5,33,1,0,163,265,0,0,0,13060,0,0,3,7,1978,0,1,0,2124,0,0,1609,0,0,0,0,2,0,600,1475,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,False
9,Jay McClement,http://www.tsn.ca/nhl/player-bio/jay-mcclement,30,ONT,1983-07-01,205,73,True,False,False,False,1,False,False,False,False,True,True,True,False,0,1750000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,75,44,90,74,75,54,97,58,89,60,56,86,60,81,82,1,50,67,12,8,1,1,2,0,2,0,2,0,0,6,14,0,0,44,80,0,0,0,7911,0,0,0,0,10,0,0,0,332,0,0,569,0,0,0,0,0,0,0,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,False
10,Jeff Schultz,http://www.tsn.ca/nhl/player-bio/jeff-schultz,8,AB,1986-07-01,230,78,False,False,False,True,1,False,False,False,False,True,True,True,False,0,600000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,91,88,99,68,88,73,80,43,25,53,37,68,35,69,71,1,50,65,10,1,0,2,2,5,27,5,8,0,0,8,0,0,0,0,0,0,0,0,9742,0,0,0,0,284,0,0,0,835,0,0,398,0,0,0,0,0,0,50,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
