Own by Team,From Team,Year,Round
1,1,2018,1
1,1,2017,1
1,1,2019,1
1,1,2017,2
1,1,2018,2
1,1,2017,3
1,1,2018,3
1,1,2017,4
1,1,2017,5
1,1,2018,4
1,1,2019,2
1,1,2018,5
1,1,2017,6
1,1,2019,3
1,1,2016,1
1,1,2019,4
1,1,2020,1
1,1,2018,6
1,1,2016,2
1,1,2019,5
1,1,2020,2
1,1,2019,6
1,1,2017,7
1,1,2020,3
1,19,2016,3
1,1,2020,4
1,1,2018,7
1,1,2019,7
1,1,2020,5
1,1,2020,6
1,1,2020,7
1,13,2017,4
1,21,2016,2
1,21,2017,4
1,6,2016,2
2,2,2018,1
2,2,2018,2
2,2,2017,1
2,2,2017,2
2,2,2017,3
2,2,2017,4
2,2,2019,1
2,2,2019,2
2,22,2017,4
2,22,2017,5
2,2,2019,3
2,2,2020,1
2,2,2019,4
2,2,2018,3
2,2,2020,2
2,2,2020,3
2,2,2019,5
2,2,2019,6
2,2,2017,5
2,2,2020,4
2,2,2020,5
2,2,2020,6
2,2,2017,6
2,2,2016,1
2,2,2016,2
2,2,2016,4
2,28,2016,1
2,2,2017,7
2,2,2020,7
2,2,2016,6
2,2,2016,7
2,2,2018,4
2,2,2019,7
2,2,2018,5
2,2,2018,6
2,2,2018,7
2,7,2016,2
2,14,2016,2
3,3,2018,1
3,3,2017,1
3,3,2017,2
3,3,2017,3
3,3,2017,4
3,3,2019,1
3,3,2019,2
3,3,2019,3
3,3,2019,4
3,3,2020,1
3,3,2018,2
3,3,2019,5
3,3,2019,6
3,3,2020,2
3,3,2020,3
3,3,2020,4
3,3,2020,5
3,16,2017,5
3,16,2016,4
3,3,2020,6
3,3,2020,7
3,3,2019,7
3,3,2016,3
3,3,2016,4
3,20,2016,6
3,20,2017,4
3,16,2017,6
3,3,2017,5
3,3,2018,3
3,3,2017,6
3,3,2017,7
3,3,2018,4
3,3,2018,5
3,3,2018,6
3,3,2018,7
4,4,2019,1
4,4,2018,1
4,4,2018,2
4,4,2019,2
4,4,2018,3
4,29,2017,7
4,4,2018,4
4,4,2018,5
4,4,2018,6
4,4,2019,3
4,4,2018,7
4,4,2019,4
4,4,2019,5
4,4,2019,6
4,4,2019,7
4,15,2016,3
4,4,2020,1
4,10,2016,5
4,3,2016,7
4,4,2016,1
4,4,2017,1
4,9,2016,7
4,4,2017,2
4,4,2020,2
4,4,2017,3
4,4,2017,4
4,4,2016,4
4,4,2017,5
4,4,2017,6
4,4,2017,7
4,4,2020,3
4,22,2016,5
4,4,2020,4
4,4,2020,5
4,4,2020,6
4,4,2016,5
4,4,2020,7
4,4,2016,7
5,5,2016,1
5,5,2016,2
5,5,2016,3
5,5,2016,4
5,5,2018,1
5,5,2018,2
5,5,2018,3
5,21,2016,5
5,5,2020,1
5,5,2018,4
5,5,2018,5
5,15,2016,4
5,5,2018,6
5,5,2019,1
5,22,2016,3
5,5,2019,2
5,5,2019,3
5,22,2016,6
5,5,2019,4
5,5,2020,2
5,5,2016,5
5,5,2016,6
5,23,2019,7
5,5,2017,1
5,5,2018,7
5,5,2017,2
5,5,2017,3
5,5,2020,3
5,5,2017,4
5,5,2020,4
5,5,2017,5
5,5,2019,5
5,5,2020,5
5,5,2017,6
5,5,2019,6
5,5,2019,7
5,5,2020,6
5,5,2020,7
5,7,2017,2
5,22,2016,2
6,6,2017,1
6,6,2019,1
6,6,2017,2
6,6,2017,3
6,6,2017,4
6,6,2017,5
6,6,2020,1
6,6,2019,2
6,25,2016,3
