Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Gulls,SDG,San Diego,Pacific Division,Western Conference,0,0,0,1436205,1142799,6144,167,82,50,False,12,0,X,W3,7,3,0,0,0,0,0,82,56,18,0,4,2,1,1,125,455,215,41,29,9,0,1,2,0,0,235,106,254,42,204,39,4,3386,2139,591,1124,1116,1130,27,212,137,101,5,107961,137632,51295,28162,108641,26511,8,455,762,1217,458,1496,1034,2206,1327,2359,750,1370,1,
2,Moose,MAN,Manitoba,Central Division,Western Conference,0,0,0,867430,1132166,6087,246,82,50,False,13,0,X,W2,7,3,0,0,0,0,0,82,40,35,0,1,2,4,0,92,250,216,41,21,16,0,0,1,3,0,126,98,221,56,256,33,3,2321,2431,660,766,788,760,18,90,83,72,6,116775,125561,54485,30380,93920,27759,9,250,416,666,666,1589,1066,2420,1035,2093,588,1174,0,
3,Bruins,PRO,Providence,Atlantic,Eastern Conference,284,3088,2941,1064226,963041,5178,87,82,50,False,23,0,X,L4,2,7,0,1,0,0,0,82,40,32,0,1,0,5,4,96,309,250,41,20,15,0,1,0,4,1,150,122,258,53,342,66,8,2098,1956,521,710,717,661,40,114,106,83,8,99608,143712,54587,27937,109312,29930,8,309,519,828,772,1756,848,1924,1018,2047,627,1299,3,
4, Americans,ROC,Rochester,Central Division,Western Conference,0,0,0,1241553,1016834,5467,75,82,50,False,6,0,X,L1,9,1,0,0,0,0,0,82,61,9,0,0,5,3,4,137,403,157,41,28,6,0,0,3,2,2,192,76,283,56,331,36,12,2639,1473,430,896,846,884,42,165,140,95,8,84731,158103,55038,26509,122295,32124,11,403,695,1098,846,1689,932,1702,1420,2242,802,1329,0,
5,Heat,STK,Stockton,Pacific Division,Western Conference,0,1168,0,1295362,1112333,5980,77,82,50,False,5,0,Z,W3,8,0,0,0,0,1,1,82,70,8,0,1,0,1,2,146,590,132,41,33,6,0,0,0,1,1,290,77,315,57,241,29,6,3784,1331,373,1216,1264,1299,18,266,187,135,4,76814,167764,51621,24726,134830,30277,17,590,1032,1622,569,1404,1079,1648,1891,2677,946,1376,0,
6,Checkers,CHR,Charlotte,Atlantic,Eastern Conference,0,0,0,2164295,1630167,8764,164,82,50,False,2,0,Y,W10,10,0,0,0,0,0,0,82,66,11,0,0,1,2,2,139,474,168,41,34,6,0,0,0,1,0,251,85,270,56,273,44,10,3009,1500,422,979,989,1030,28,205,150,117,6,81329,164191,51055,24806,131362,29579,11,474,825,1299,698,1507,978,1728,1489,2298,827,1327,1,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,1184747,1246667,6703,47,82,50,False,3,0,Y,W2,8,2,0,0,0,0,0,82,70,9,0,1,1,0,1,144,513,161,41,35,5,0,0,1,0,0,291,79,252,51,260,32,2,3422,1419,410,1151,1135,1135,4,235,161,116,1,77088,167678,51019,23924,135049,30110,15,513,897,1410,692,1490,971,1516,1775,2510,976,1360,0,
8,Eagles,COL,Colorado,Pacific Division,Western Conference,0,0,0,733321,310200,1668,233,82,50,False,26,0,E,L6,2,8,0,0,0,0,0,82,11,64,0,2,3,1,1,32,211,552,41,7,31,0,1,2,0,0,111,275,152,19,131,35,3,2327,4159,1151,719,808,772,35,82,76,50,4,168477,74942,53021,33728,51471,21679,0,211,413,624,305,1402,952,2496,742,1759,553,1499,2,
9,Monsters,CLE,Cleveland,North,Eastern Conference,0,0,3082,1880809,1892500,10175,284,82,50,False,10,0,X,L1,8,1,0,0,0,0,1,82,62,13,0,1,0,1,5,133,458,175,41,32,5,0,0,0,1,3,237,78,272,67,379,46,4,2886,1457,406,884,1008,985,27,179,153,124,5,83049,160599,53381,25494,125566,31152,15,458,799,1257,862,1775,951,1765,1484,2303,793,1324,0,
10,Stars,TEX,Texas,Central Division,Western Conference,0,0,0,240896,200000,1075,93,82,50,False,22,0,E,W2,3,7,0,0,0,0,0,82,35,45,0,0,1,1,0,73,261,315,41,17,23,0,0,1,0,0,132,159,193,30,136,20,1,2694,3266,967,875,892,920,12,106,83,71,1,149505,92368,53714,32653,65685,23871,1,261,485,746,323,1464,1080,2805,906,2055,499,1258,1,
11,Griffins,GRP,Grand Rapids,North,Eastern Conference,0,0,0,628589,544833,2929,45,82,50,False,18,0,E,W3,3,5,0,1,0,0,1,82,37,31,0,3,2,4,5,95,321,269,41,17,15,0,1,2,2,4,163,129,251,51,216,31,5,2736,2626,709,843,899,949,84,139,97,78,15,129520,116322,52528,30631,87607,24967,5,321,529,850,548,1836,887,2340,873,2155,484,1268,0,
12,Condors,BKR,Bakersfield,Pacific Division,Western Conference,0,0,0,2272334,1806335,9711,134,82,50,False,7,0,X,L1,8,1,0,1,0,0,0,82,64,12,0,2,0,4,0,140,438,123,41,32,5,0,1,0,3,0,245,57,296,59,348,35,10,2781,1211,361,951,887,936,28,174,135,123,11,70922,173153,52680,24498,137133,31741,22,438,783,1221,868,1603,1082,1579,1818,2479,894,1266,0,
13,Thunderbirds,SPR,Springfield,Atlantic,Eastern Conference,0,0,0,1579251,1434099,7710,235,82,50,False,14,0,X,L1,7,3,0,0,0,0,0,82,42,32,0,2,3,1,2,95,392,315,41,20,17,0,0,3,0,1,204,154,275,60,328,69,6,2602,1776,486,873,856,858,27,158,110,121,8,89726,153537,53293,26403,119648,30128,2,392,691,1083,796,1552,918,1490,1544,2237,947,1415,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,466187,534800,2875,125,82,50,False,28,0,E,L5,1,9,0,0,0,0,0,82,9,64,0,2,2,2,3,31,201,562,41,5,30,0,2,0,2,2,123,289,177,20,123,35,1,2289,4290,1179,717,722,822,45,72,63,62,5,169679,74427,53159,33271,50976,21373,0,201,388,589,285,1443,831,2455,754,1793,518,1517,0,
15,Wild,IOA,Iowa,Central Division,Western Conference,0,0,0,216196,166300,894,137,82,50,False,24,0,E,W1,2,8,0,0,0,0,0,82,13,66,0,0,0,1,2,30,199,510,41,9,31,0,0,0,1,0,107,240,166,14,131,31,0,2406,3964,1129,777,792,819,29,86,54,58,1,161439,80500,54161,33884,55630,22396,0,199,387,586,318,1479,884,2364,729,1844,542,1432,3,
16,Rocket,LAV,Laval,North,Eastern Conference,0,0,0,1445791,1514584,8143,129,82,50,False,4,0,Z,W5,8,2,0,0,0,0,0,82,66,9,0,0,2,4,1,143,468,133,41,33,5,0,0,2,1,0,238,69,294,57,364,36,10,3137,1240,329,1069,1051,1007,32,228,138,98,8,77543,166241,53355,25802,130593,31608,17,468,827,1295,842,1656,1090,1705,1820,2528,941,1294,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,828870,664417,3572,50,82,50,False,27,0,E,L3,1,9,0,0,0,0,0,82,16,59,0,3,1,1,2,43,237,495,41,8,30,0,1,0,1,1,129,243,177,17,153,34,0,2319,3747,1107,782,728,789,30,110,62,61,4,157228,85521,53916,32640,59834,23182,0,237,445,682,363,1513,905,2305,798,1869,567,1447,2,
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,509924,599167,3221,255,82,50,False,25,0,E,SOW1,1,8,0,0,0,1,0,82,10,69,0,1,0,2,0,26,195,545,41,8,33,0,0,0,0,0,107,266,153,19,121,34,2,2165,4082,1155,698,717,736,28,66,63,63,5,170205,72805,52984,33843,49812,21014,1,195,381,576,279,1367,862,2468,644,1691,514,1452,1,
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,509016,547583,2944,186,82,50,False,30,0,E,SOL1,1,8,0,0,0,0,1,82,11,64,0,3,1,0,3,32,195,532,41,8,29,0,2,1,0,1,107,249,184,15,131,36,0,2277,4106,1196,767,728,754,50,81,63,48,7,167073,76997,52462,33030,52771,21772,0,195,376,571,331,1457,902,2416,741,1844,532,1448,0,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,341843,90000,484,238,82,50,False,31,0,E,L12,0,10,0,0,0,0,0,82,8,69,0,0,2,1,2,22,198,551,41,4,34,0,0,0,1,2,106,273,157,18,125,34,0,2285,4009,1137,752,712,814,20,79,65,53,3,170317,73973,51887,33062,50982,20802,0,198,389,587,294,1362,876,2401,688,1733,562,1471,1,
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,310647,316667,1703,243,82,50,False,29,0,E,L4,0,9,0,0,1,0,0,82,11,66,0,0,2,2,1,29,187,479,41,6,32,0,0,1,1,1,96,209,212,28,160,42,0,2074,3449,947,678,707,681,20,80,56,49,3,150909,91494,53988,32386,64473,24055,0,187,340,527,363,1459,862,2314,751,1829,534,1404,1,
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,0,2603,1926,805228,1354500,7282,260,82,50,False,1,0,X,W10,10,0,0,0,0,0,0,82,40,33,0,2,0,4,3,95,368,343,41,21,15,0,1,0,2,2,193,159,242,41,200,29,6,2886,2618,763,914,1005,952,33,143,129,90,10,125882,118962,52624,30352,90402,25400,5,368,619,987,476,1311,1140,1981,1395,2197,877,1440,0,
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,1502091,1534666,8251,181,82,50,False,11,0,E,L2,6,3,0,0,0,1,0,82,17,55,0,1,2,2,5,47,251,486,41,11,23,0,0,2,1,4,132,224,214,25,179,56,3,2397,3346,950,773,791,811,41,96,80,72,5,139744,104379,53479,31315,77135,24277,4,251,470,721,423,1479,879,2067,1050,1977,612,1432,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,629242,526584,2831,149,82,50,False,16,0,E,W3,5,5,0,0,0,0,0,82,42,39,0,0,0,0,1,85,318,306,41,19,21,0,0,0,0,1,160,145,198,33,291,58,6,2542,2612,758,830,836,875,4,122,113,83,0,122798,118736,53966,30472,88113,26497,2,318,552,870,668,1848,900,2326,846,1984,532,1335,2,
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,998954,1161000,6242,58,82,50,False,20,0,E,W2,5,5,0,0,0,0,0,82,13,62,0,2,2,2,1,37,232,529,41,11,26,0,1,2,1,0,129,236,159,15,197,62,2,2520,3976,1107,840,793,865,40,92,68,68,6,157641,84807,54140,32489,58856,23050,0,232,426,658,482,1695,886,2428,789,1940,537,1479,0,
26,Barracudas,SJB,San Jose,Pacific Division,Western Conference,0,0,0,657873,315600,1697,16,82,50,False,21,0,X,L2,3,6,0,0,1,0,0,82,39,38,0,0,2,1,2,84,266,286,41,18,21,0,0,0,1,1,129,127,235,48,222,43,2,2353,2593,730,761,761,819,21,100,82,83,2,123282,120046,53275,30087,90507,26332,5,266,468,734,559,1587,946,2365,977,1992,589,1256,1,
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,714500,1165000,6263,210,82,50,False,15,0,E,L2,4,4,0,0,0,1,1,82,41,34,0,2,0,2,3,93,284,228,41,26,13,0,0,0,1,1,154,94,253,44,262,29,5,2319,2376,638,771,770,772,20,109,89,82,6,122133,120990,53826,30817,90666,26636,4,284,501,785,593,1629,1187,2398,1081,2054,618,1261,0,
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,773314,504882,2714,51,82,50,False,19,0,E,L3,3,7,0,0,0,0,0,82,33,46,0,1,1,0,1,70,334,391,41,17,22,0,1,1,0,0,181,181,244,37,258,88,1,2862,2366,712,959,944,955,6,148,98,87,1,117016,126205,52556,29546,96871,26215,1,334,544,878,593,1749,834,1791,1097,2175,756,1442,2,
29,Comets,UTI,Utica,North,Eastern Conference,0,0,0,2244698,2524083,13570,201,82,50,False,8,0,X,W3,7,2,0,0,0,1,0,82,59,14,0,3,2,3,1,133,436,147,41,31,6,0,1,2,1,0,247,65,281,59,343,41,7,2751,1280,365,895,909,933,27,179,132,119,9,77023,166646,53426,25354,131043,31677,17,436,776,1212,828,1630,944,1620,1539,2379,840,1276,1,
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,849118,873817,4698,52,82,50,False,9,0,X,W3,7,2,0,0,0,1,0,82,38,33,0,4,1,5,1,96,311,299,41,24,15,0,0,0,1,1,162,129,234,46,218,24,4,2656,2586,738,859,876,900,41,112,90,100,12,125173,119326,53181,30170,90512,25762,5,311,544,855,526,1537,1026,2139,1249,2155,648,1299,2,
31,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,1058340,827417,4448,288,82,50,False,17,0,X,L3,4,4,0,0,1,0,1,82,47,28,0,0,2,2,3,103,337,222,41,25,13,0,0,2,0,1,173,99,272,57,221,23,2,2518,2057,632,795,886,824,30,128,106,101,4,105900,138873,52334,28304,108120,27425,9,337,576,913,578,1373,1013,2043,1190,2007,703,1266,1,
