Number,Transaction
4 vs 4 line 1 C is empty.
PK3 line 1 forward is empty.
LastMinOff line C is empty.
LastMinDef line C is empty.
Penalty Shot Player #1 is empty.

20092,<font color="Black">[2/11/2013 9:13:50 PM] - Auto Lines Partial Function has been run for Kings.</font>
20093,[2/11/2013 9:13:50 PM] - Kings lines errors : Michal Handzus is used twice in PP lines 1 and 2.
Cody Hodgson is used twice in PK lines 1 and 2.
Andrew Brunette is used twice in 4vs4 lines 1 and 2.

20094,<font color="Black">[2/11/2013 9:13:50 PM] - Auto Lines Function has been run for Kings.</font>
20095,[2/11/2013 9:13:50 PM] - Wild lines errors : Kyle Brodziak is used twice in PP lines 1 and 2.

20096,<font color="Black">[2/11/2013 9:13:50 PM] - Auto Lines Partial Function has been run for Wild.</font>
20097,[2/11/2013 9:13:50 PM] - Wild lines errors : Kyle Brodziak is used twice in PP lines 1 and 2.

20098,<font color="Black">[2/11/2013 9:13:50 PM] - Auto Lines Function has been run for Wild.</font>
20099,[2/11/2013 9:13:51 PM] - Canadiens are expected to be under the minimum salary cap by $6-020-232!
20100,[2/11/2013 9:13:51 PM] - Predators roster errors : Not enough Left Wings available in Pro Team! 2 Dressed. 3 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20101,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Roster Partial Function has been run for Predators.</font>
20102,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Partial Function has been run for Predators.</font>
20103,[2/11/2013 9:13:51 PM] - Predators lines errors : David Legwand is used twice in PP lines 1 and 2.
Matt Cooke is used twice in PK lines 1 and 2.
Matt Cooke is used twice in 4vs4 lines 1 and 2.
David Legwand is used twice in PK3 lines 1 and 2.

20104,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Function has been run for Predators.</font>
20105,[2/11/2013 9:13:51 PM] - Coyotes are expected to be under the minimum salary cap by $1-292-500!
20106,[2/11/2013 9:13:51 PM] - Blues roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20107,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Roster Partial Function has been run for Blues.</font>
20108,[2/11/2013 9:13:51 PM] - Blues lines errors : Normal line # 1 RW is empty.
PP line 1 RW is empty.
PK line 1 LW is empty.
4 vs 4 line 1 LW is empty.
LastMinOff line LW is empty.
LastMinDef line LW is empty.
Penalty Shot Player #1 is empty.
Extra Forward #2 is empty.
Extra Forward #5 is empty.

20109,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Partial Function has been run for Blues.</font>
20110,[2/11/2013 9:13:51 PM] - Blues lines errors : Patrice Bergeron is used twice in PP lines 1 and 2.
Martin St. Louis is used twice in 4vs4 lines 1 and 2.

20111,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Function has been run for Blues.</font>
20112,[2/11/2013 9:13:51 PM] - Capitals roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20113,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Roster Partial Function has been run for Capitals.</font>
20114,[2/11/2013 9:13:51 PM] - Capitals lines errors : Normal line # 1 C is empty.
Normal line # 3 LW is empty.
Normal line # 4 C is empty.
PP line 1 C is empty.
PK line 1 C is empty.
4 vs 4 line 1 C is empty.
PK3 line 1 forward is empty.
LastMinOff line C is empty.
LastMinDef line C is empty.
Penalty Shot Player #1 is empty.

20115,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Partial Function has been run for Capitals.</font>
20116,[2/11/2013 9:13:51 PM] - Capitals lines errors : Brooks Laich is used twice in PP lines 1 and 2.
Pierre-Alexandre Parenteau is used twice in PK lines 1 and 2.
Pierre-Alexandre Parenteau is used twice in 4vs4 lines 1 and 2.
Martin Erat is used twice in PK3 lines 1 and 2.

20117,<font color="Black">[2/11/2013 9:13:51 PM] - Auto Lines Function has been run for Capitals.</font>
20118,[2/11/2013 9:14:03 PM] - Maximum Pro Players Limit Reached for Red Wings!
20119,[2/11/2013 9:14:04 PM] - Red Wings roster errors : Maximum Players Limit Reached in Pro Team!
Some errors will be automatically fixed.

20120,[2/11/2013 9:14:17 PM] - Jimmy Hayes of Red Wings was sent to farm.
20121,[2/11/2013 9:14:45 PM] - Current fund for Rangers is under $0.
20122,[2/11/2013 9:16:36 PM] - Hurricanes are expected to be under the minimum salary cap by $700-000!
20123,[2/11/2013 9:16:36 PM] - Red Wings lines errors : Normal line # 3 C is empty.
Normal line # 3 RW is empty.
Unknown Player is used twice in Normal line #3
PK line 2 C is empty.
PK line 2 LW is empty.
PK3 line 2 forward is empty.
Unknown Player is used twice in PK line#2
LastMinDef line LW is empty.

20124,<font color="Black">[2/11/2013 9:16:36 PM] - Auto Lines Partial Function has been run for Red Wings.</font>
20125,[2/11/2013 9:16:36 PM] - Red Wings lines errors : Mikhail Grabovski is used twice in PK lines 1 and 2.
Mikhail Grabovski is used twice in PK3 lines 1 and 2.

20126,<font color="Black">[2/11/2013 9:16:36 PM] - Auto Lines Function has been run for Red Wings.</font>
20127,[2/11/2013 9:16:36 PM] - Canadiens are expected to be under the minimum salary cap by $6-020-232!
20128,[2/11/2013 9:16:36 PM] - Coyotes are expected to be under the minimum salary cap by $1-292-500!
20129,<font color="Maroon">[2/11/2013 9:16:46 PM] - Game 416 - Marian Hossa from Canucks suspended for 6 game(s)</font>
20130,[2/11/2013 9:16:46 PM] - Johan Franzen from Hurricanes has scored a Hat Trick!
20131,<font color="Red">[2/11/2013 9:16:46 PM] - Game 423 - Gabriel Landeskog from Blackhawks is injured  (Bruised Right Shoulder) and is out for 1 week.</font>
20132,[2/11/2013 9:16:47 PM] - Last 7 Days Pro Star : 1 - Johan Franzen (8-2-10) / 2 - James Neal (6-2-8) / 3 - Mike Fisher (3-8-11)
20133,[2/11/2013 9:16:47 PM] - Last 7 Days Farm Star : 1 - Jonathan Cheechoo (3-5-8) / 2 - Robert Klinkhammer (4-3-7) / 3 - Maxime Macenauer (5-1-6)
20134,[2/11/2013 9:16:47 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20135,[2/11/2013 9:16:47 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20136,[2/11/2013 9:16:47 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
20137,[2/11/2013 9:16:47 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20138,[2/11/2013 9:16:47 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20139,[2/11/2013 9:16:47 PM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
20140,[2/11/2013 9:16:47 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
