Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
1,Crunch,SYR,Syracuse,Pacific Division,Western Conference,0,0,0,0,1401266,107790,117,8,50,False,13,0,,L1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,1,2,1,1,0,0,0,0,0,2,1,5,0,5,0,0,31,21,7,12,12,7,0,1,1,0,0,2000,3815,1385,632,2872,806,1,2,4,6,29,29,17,33,29,47,14,17,0,
2,IceCaps,STJ,St John's,Southeast Division,Eastern Conference,0,0,0,0,0,0,42,8,50,False,14,0,,L1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,1,2,1,1,0,0,0,0,0,2,1,0,0,4,0,0,21,46,14,13,4,4,0,1,1,0,0,4810,1216,1174,798,794,384,1,2,4,6,8,19,12,42,5,18,10,18,0,
3,Bruins,PRO,Providence,Northeast Division,Eastern Conference,0,0,0,0,1729333,133026,119,8,50,False,23,0,,L3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,5,1,0,1,0,0,0,0,0,1,2,6,1,4,0,0,54,70,19,23,18,13,0,0,1,1,0,5336,3755,1709,1064,2839,741,0,2,3,5,10,35,23,54,39,62,18,26,0,
4,Americans,ROC,Rochester,Northeast Division,Eastern Conference,0,0,0,0,1385667,106590,10,8,50,False,10,0,,W2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,1,0,6,0,3,0,0,29,15,6,7,10,12,0,0,0,3,0,1458,4551,1191,439,3636,778,2,3,4,7,6,30,13,20,27,42,15,18,0,
5,Heat,ABH,Abbotsford,Northwest Division,Western Conference,0,653,0,0,404667,31128,118,8,50,False,7,0,,W2,2,0,0,0,0,0,1,3,2,0,0,0,0,0,1,5,8,4,1,1,0,0,0,0,0,0,4,1,7,0,1,1,0,55,66,25,17,21,17,3,0,6,2,0,4829,4257,2014,1128,3207,957,0,8,16,24,26,69,36,56,33,61,25,42,0,
6,Checkers,CHR,Charlotte,Southeast Division,Eastern Conference,0,0,0,0,591250,45481,120,8,50,False,17,0,,L1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,39,30,6,8,16,15,0,1,0,0,0,1273,4703,1224,464,3897,795,1,1,2,3,0,39,17,23,31,42,7,15,0,
7,IceHogs,RCK,Rockford,Central Division,Western Conference,0,0,0,0,647017,49771,57,8,50,False,28,0,,L3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,12,1,0,1,0,0,0,0,0,0,3,6,0,6,2,0,64,88,26,23,20,21,0,2,3,2,0,5216,3419,2165,1258,2281,1025,0,7,14,21,14,103,37,67,30,68,21,53,0,
8,Monsters,LEM,Lake  Erie,Northwest Division,Western Conference,0,0,0,0,886250,68173,125,8,50,False,19,0,,L1,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,2,3,4,1,0,0,0,0,0,1,0,2,1,2,0,4,1,0,32,22,8,8,11,13,2,0,1,1,1,2641,3382,1477,787,2548,760,0,3,3,6,15,42,19,40,13,34,15,29,0,
9,Falcons,SPR,Springfield,Central Division,Western Conference,419,1459,1823,0,1998000,153692,9,8,50,False,15,0,,W1,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,3,6,6,2,1,0,0,0,1,0,0,6,6,7,2,4,0,0,54,36,13,20,12,22,0,3,1,2,0,2326,3826,1290,638,3073,671,0,6,10,16,8,36,20,38,15,32,14,26,0,
10,Stars,TEX,Texas,Pacific Division,Western Conference,0,0,0,0,693750,53365,97,8,50,False,25,0,,L2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,1,3,1,0,7,2,0,19,59,16,5,5,9,0,1,0,0,0,4359,1672,1169,840,1153,413,0,1,2,3,14,19,20,54,10,30,6,27,1,
